chr	start	end	length	nCG	areaStat
chr22	37097793	37098083	291	8	52.3406622826977
chr22	20907454	20907679	226	7	-52.3289511763631
chr22	27461611	27461851	241	8	-52.3091047656797
chr22	47782321	47782710	390	6	-52.2775372707094
chr22	26069517	26069845	329	6	-52.2664175049988
chr22	39401370	39401738	369	5	-52.2079622231658
chr22	24115513	24115674	162	8	52.1858750157918
chr22	36160154	36163238	3085	9	52.1471704242195
chr22	19066592	19067742	1151	11	-52.1055973240075
chr22	42516733	42516825	93	7	52.0435082390273
chr22	47372701	47372899	199	5	-52.0245067439694
chr22	26778755	26778891	137	6	-52.0074886984021
chr22	39862496	39862996	501	6	-51.9688804180366
chr22	35842599	35843268	670	8	51.9034060728652
chr22	18056277	18061628	5352	7	-51.8481729039118
chr22	20141431	20141663	233	6	51.7535604953054
chr22	43930784	43931464	681	9	51.7341861072096
chr22	25497364	25497794	431	6	51.6953438951757
chr22	46852138	46852641	504	6	51.653536829222
chr22	39181781	39183051	1271	8	51.6389859510106
chr22	47469074	47469636	563	11	-51.6341944539236
chr22	39942396	39943807	1412	7	51.5628002319835
chr22	34036003	34036117	115	7	51.5281667887273
chr22	22163982	22164245	264	6	-51.4497663790987
chr22	27718662	27719084	423	6	-51.4452519191634
chr22	26280594	26284817	4224	8	-51.3718786905415
chr22	33822806	33823316	511	7	51.3648788213656
chr22	43276560	43276701	142	9	-51.3539401866099
chr22	19631192	19632587	1396	7	51.3421995653229
chr22	47833539	47834545	1007	8	-51.3234254935855
chr22	46178214	46178719	506	5	-51.3001348322587
chr22	41783182	41783401	220	5	51.2626189818449
chr22	33836641	33837280	640	8	51.2386026716941
chr22	49766551	49766792	242	7	-51.226855733822
chr22	17902934	17903708	775	5	-51.2177447363908
chr22	45345932	45346295	364	6	-51.1430260937472
chr22	36730697	36732036	1340	13	-50.9967064890945
chr22	34367385	34368952	1568	5	-50.9409217613802
chr22	40510650	40511640	991	9	-50.9273979398497
chr22	45856407	45856897	491	6	-50.9018086305324
chr22	50414974	50415337	364	8	50.8310220029436
chr22	45976757	45977093	337	7	-50.8291110302251
chr22	39867316	39873803	6488	7	-50.7927832851899
chr22	42879363	42880281	919	5	-50.7893150441075
chr22	46082907	46083128	222	7	50.7174757704008
chr22	39051332	39051883	552	11	50.627371165801
chr22	34624914	34629548	4635	7	-50.6212925780167
chr22	41346324	41346453	130	8	50.5772454826862
chr22	28200479	28200654	176	5	50.5620689985025
chr22	47556802	47557542	741	10	-50.5388261781622
chr22	27258683	27258930	248	6	-50.5236233875114
chr22	31709714	31711055	1342	5	-50.4921747862982
chr22	27528202	27529637	1436	14	50.460038441995
chr22	18386692	18386894	203	7	-50.4358648261715
chr22	39860825	39861931	1107	8	-50.3213925028001
chr22	30032779	30032881	103	6	-50.2440327337639
chr22	34527814	34529592	1779	9	-50.1781008572771
chr22	35747485	35747639	155	6	50.174428430227
chr22	46655303	46655499	197	11	-50.1084016675745
chr22	49669597	49669856	260	5	-50.071962012407
chr22	40930213	40931722	1510	5	50.0599698533304
chr22	17568783	17568920	138	6	-50.0401806341492
chr22	34690802	34691626	825	7	-50.014909849754
chr22	43457454	43457809	356	7	-49.9862478047068
chr22	48391032	48391441	410	7	49.9070442277679
chr22	34468758	34470098	1341	7	49.7059760146202
chr22	30440566	30441004	439	5	-49.6480333980072
chr22	47173352	47173710	359	6	-49.5058007432843
chr22	35102631	35105079	2449	6	-49.4696872330879
chr22	46234183	46234638	456	6	-49.412726846865
chr22	17396309	17399253	2945	7	-49.360590632062
chr22	35618075	35619955	1881	9	-49.3389103144443
chr22	49442655	49443186	532	6	-49.3379590348434
chr22	27655268	27656633	1366	8	-49.295585685914
chr22	39740077	39740267	191	6	49.2631218441549
chr22	47960197	47960366	170	6	49.239291950101
chr22	36676924	36677215	292	6	49.2070867046488
chr22	48022335	48023590	1256	6	49.1951612331461
chr22	33776972	33778505	1534	5	49.1775864008923
chr22	45477742	45480947	3206	7	-49.1770000730579
chr22	22052610	22052718	109	5	49.0976942273178
chr22	37152720	37154339	1620	7	-49.0962004330453
chr22	30742479	30743992	1514	9	49.0694431493337
chr22	36146828	36147338	511	7	49.0668136127308
chr22	28538251	28540673	2423	6	49.0288519622277
chr22	24434850	24435158	309	5	-48.9508732972206
chr22	49849472	49849841	370	8	48.9020768639571
chr22	40882228	40882376	149	6	48.8960801749514
chr22	47855938	47856152	215	5	-48.8461408799181
chr22	47519054	47519610	557	6	-48.8255752650182
chr22	19578220	19578728	509	6	-48.7970744296669
chr22	39024252	39025137	886	9	-48.7959824989547
chr22	43727427	43727614	188	8	-48.729236213155
chr22	40304048	40305009	962	8	-48.7287064936524
chr22	24530313	24531607	1295	6	48.6815237602974
chr22	41064758	41066234	1477	9	-48.6368286035285
chr22	45574554	45575851	1298	10	48.5376488333848
chr22	40145042	40147088	2047	10	48.4914730131128
chr22	40584559	40585195	637	9	-48.3969882192076
chr22	19278493	19279774	1282	10	-48.3569944170581
chr22	44934103	44934213	111	6	48.2818491713547
chr22	18352347	18352668	322	5	-48.2048947382626
chr22	17854194	17854657	464	6	-48.159581445252
chr22	28005839	28006020	182	7	-48.097312899491
chr22	22342362	22344095	1734	6	-48.0505596485628
chr22	26873008	26874807	1800	7	48.0171129847291
chr22	21210783	21211296	514	6	48.0139370998081
chr22	36806609	36806747	139	7	47.9483666129297
chr22	37615188	37615325	138	6	47.8680165491225
chr22	23429688	23429772	85	5	-47.8382958871229
chr22	31366561	31366832	272	6	-47.79454648585
chr22	24522081	24522360	280	5	47.764461044675
chr22	29407951	29408119	169	5	-47.7439700735646
chr22	39339156	39339734	579	7	-47.7060271663306
chr22	49553178	49553878	701	7	-47.6611865905533
chr22	31039239	31040148	910	7	47.6206357709282
chr22	22128149	22129891	1743	7	47.6072220410574
chr22	24910828	24910978	151	5	-47.5720787644152
chr22	37510436	37510848	413	5	-47.563104180502
chr22	48082685	48083127	443	7	-47.5525621155426
chr22	25416725	25418145	1421	7	47.4286468776048
chr22	47463802	47464371	570	5	-47.4138941023708
chr22	35315191	35320072	4882	7	-47.3844819982755
chr22	47997806	48002658	4853	7	-47.3141345417226
chr22	32953561	32955192	1632	9	-47.2818060306438
chr22	26152334	26152508	175	5	-47.2247793466524
chr22	27658110	27658737	628	9	-47.1954589875352
chr22	28247868	28248530	663	9	-47.1904374806455
chr22	44786564	44787224	661	6	-47.1737689878832
chr22	44568754	44568941	188	10	-47.1360063900129
chr22	48851780	48852568	789	11	47.1111672921082
chr22	41755198	41755313	116	9	47.1043090443143
chr22	48873824	48874435	612	7	-47.0903351543653
chr22	26835162	26835848	687	7	47.0790264266879
chr22	50091685	50092487	803	5	-47.0628209630242
chr22	27177680	27178446	767	5	-47.0439238488445
chr22	34121610	34121886	277	8	47.0416133086763
chr22	19567732	19568369	638	8	-47.0192866519747
chr22	43528925	43529721	797	5	-46.9875423777805
chr22	37337382	37338752	1371	9	-46.9750917788257
chr22	49515299	49516089	791	8	46.9440106534519
chr22	35017353	35019360	2008	7	-46.8709848126565
chr22	31441684	31443130	1447	5	-46.8494223896984
chr22	31062203	31063149	947	7	46.7986548169497
chr22	42795551	42796195	645	6	-46.7912906268844
chr22	49535953	49536311	359	6	-46.7594486657075
chr22	45911571	45911940	370	5	-46.7531741359609
chr22	37067277	37067830	554	10	46.7393688010881
chr22	35369763	35370472	710	7	-46.702802109235
chr22	40616762	40618041	1280	10	-46.7006326224837
chr22	27165083	27165135	53	5	46.6970456686193
chr22	47993246	47997574	4329	5	-46.6315638495133
chr22	40717650	40718403	754	5	-46.569301618884
chr22	50357578	50358236	659	7	46.555605466172
chr22	27582392	27582928	537	5	-46.5119601538653
chr22	20871744	20872516	773	7	46.5018545982691
chr22	30167955	30168188	234	7	46.3056876708733
chr22	39513826	39514185	360	5	-46.2917905684289
chr22	38276779	38280767	3989	11	-46.1199711505694
chr22	27496099	27497013	915	8	-46.1072734409729
chr22	47626540	47626702	163	6	46.1059188809052
chr22	22203588	22204294	707	7	46.0994269333666
chr22	40106689	40107080	392	5	-46.0933738400988
chr22	49860438	49860898	461	5	-46.0577675511229
chr22	38627993	38628363	371	5	46.0438260849735
chr22	48025222	48026024	803	5	-46.0329787460528
chr22	44448014	44448511	498	6	-46.0018320028923
chr22	32915774	32915838	65	5	-45.9877480469939
chr22	18016325	18016794	470	7	45.9777615122631
chr22	38240988	38241247	260	8	45.9521049301489
chr22	43330197	43330335	139	6	45.9349936262112
chr22	34436047	34438720	2674	5	-45.9340732241561
chr22	44054586	44055745	1160	8	-45.9106521583373
chr22	40621661	40622389	729	5	45.8980228573142
chr22	34907814	34911741	3928	7	-45.8972949604129
chr22	37078551	37079135	585	7	45.887349933103
chr22	39264626	39266643	2018	5	45.8468914776372
chr22	37977261	37977773	513	6	-45.8298700034912
chr22	18207331	18208004	674	6	-45.8093348504939
chr22	36184919	36186337	1419	5	45.7973284374776
chr22	40614799	40615608	810	5	-45.735043706614
chr22	43685385	43686373	989	6	-45.6785943858445
chr22	49954917	49955805	889	5	45.6531999951031
chr22	48553862	48554132	271	6	-45.6493362204092
chr22	32791008	32791099	92	9	-45.6159758735522
chr22	36379761	36381412	1652	5	45.60697602083
chr22	50869251	50869510	260	6	45.5921264457588
chr22	23558285	23558710	426	7	-45.5841074988764
chr22	26640915	26642161	1247	5	-45.5788980436213
chr22	22220405	22220534	130	12	45.5501505741975
chr22	45871522	45872155	634	5	-45.545196589972
chr22	40201427	40205021	3595	10	-45.5397032407018
chr22	29583811	29585335	1525	7	-45.5189594491286
chr22	38905502	38905738	237	6	-45.4776943812806
chr22	19988288	19988384	97	5	-45.4732453004052
chr22	46647387	46647621	235	6	-45.4212173084797
chr22	48739553	48740052	500	5	-45.3796518891028
chr22	34618438	34619948	1511	7	-45.3245324408675
chr22	28355450	28355831	382	7	-45.3077821402462
chr22	47305879	47306136	258	10	45.3058168439306
chr22	40923976	40924198	223	6	45.3048683997616
chr22	48478419	48478551	133	6	-45.2997628677998
chr22	50147135	50147627	493	10	-45.2954747653414
chr22	37895287	37897940	2654	5	-45.1512673460013
chr22	32877755	32878914	1160	6	-45.1271872024335
chr22	23648167	23651837	3671	6	-44.9953458353113
chr22	20070448	20071308	861	6	-44.9924569652213
chr22	47470095	47470646	552	12	-44.9823677414021
chr22	24896543	24896623	81	5	-44.9567574610638
chr22	36265962	36267391	1430	6	44.9289070366542
chr22	46473864	46474849	986	7	44.9220839213753
chr22	47068788	47068903	116	10	44.9040471809662
chr22	30837047	30837227	181	6	-44.8445232196782
chr22	48818516	48819667	1152	8	-44.8371196571833
chr22	36512778	36515960	3183	5	-44.7453301062437
chr22	44976735	44977131	397	8	-44.7430197971352
chr22	37028149	37028745	597	5	-44.6464959267433
chr22	20900720	20901845	1126	8	44.6460792814516
chr22	25349737	25350300	564	6	44.6142492419536
chr22	50457413	50458284	872	7	44.5792124900523
chr22	17642962	17644118	1157	8	-44.5121185477115
chr22	29877991	29878273	283	7	44.4710854786855
chr22	49288377	49288913	537	6	-44.3472632574471
chr22	21936940	21937849	910	8	44.3339081884045
chr22	41718916	41719106	191	6	44.3242990117596
chr22	38582599	38583203	605	5	-44.3113233963803
chr22	30233893	30235103	1211	8	44.2798817203904
chr22	41956315	41960163	3849	5	44.2677165337168
chr22	27343986	27345381	1396	7	-44.2381575277265
chr22	40695073	40698420	3348	8	44.2109619273824
chr22	38204547	38204855	309	6	-44.1813074090906
chr22	37934044	37935354	1311	7	-44.1154873887996
chr22	28792278	28793598	1321	5	-44.1113077638192
chr22	22210626	22211023	398	9	-44.0998835919621
chr22	27327924	27328290	367	7	-44.0947881117847
chr22	48165668	48169866	4199	7	-44.0778036144086
chr22	38886382	38887054	673	10	-44.0680502267612
chr22	43977548	43982680	5133	10	44.0654037387314
chr22	27808313	27809239	927	7	-43.9876255013935
chr22	44575595	44576269	675	7	-43.965351379146
chr22	29899626	29900351	726	5	-43.9628118350172
chr22	50252126	50253251	1126	8	-43.9516380022275
chr22	17564362	17564633	272	10	43.9495275701577
chr22	46902574	46902975	402	9	43.9340870027781
chr22	20848660	20849022	363	8	43.9067684581095
chr22	18371411	18371881	471	9	-43.8682712493464
chr22	41161001	41161545	545	9	43.7845765493433
chr22	19093923	19095633	1711	7	-43.7716974208878
chr22	37774200	37775219	1020	5	43.7448914145359
chr22	47176605	47176703	99	5	-43.7201292421108
chr22	50187292	50187866	575	8	43.7164456331185
chr22	41574665	41575798	1134	13	-43.625884753131
chr22	49604668	49605111	444	5	-43.615203969784
chr22	48650158	48650512	355	8	-43.6034697205939
chr22	51050531	51050917	387	5	43.5207062081846
chr22	19185959	19186569	611	6	-43.4093321449029
chr22	26288552	26289431	880	7	-43.398624596946
chr22	29602569	29604046	1478	7	-43.3877071681414
chr22	43181229	43182710	1482	8	-43.3752317061744
chr22	41490762	41491831	1070	10	43.2140759397176
chr22	41934560	41934791	232	5	-43.2135625390376
chr22	18424051	18424948	898	6	43.1912138071815
chr22	50640835	50641029	195	6	43.174284286678
chr22	28386804	28387005	202	7	43.1595073274009
chr22	37944302	37944607	306	8	-43.1180014490355
chr22	49913051	49913235	185	7	-43.0270012117501
chr22	21180120	21180269	150	6	42.9950491870284
chr22	47755226	47756403	1178	6	-42.9710389779707
chr22	48048239	48052293	4055	7	42.9394458612059
chr22	37624506	37627779	3274	7	42.9147489332123
chr22	46914591	46915039	449	7	-42.8977826870054
chr22	28516818	28517959	1142	5	42.8851475764132
chr22	25160406	25160907	502	7	-42.824722533174
chr22	48615600	48617177	1578	7	42.8154724453302
chr22	44858476	44863618	5143	6	-42.8059250659118
chr22	39103022	39103182	161	6	-42.8046530307114
chr22	46073655	46078068	4414	15	42.789292294954
chr22	41625308	41627020	1713	5	-42.7286905595569
chr22	46185241	46185504	264	5	-42.7217575254955
chr22	35305914	35306396	483	6	-42.7201522448452
chr22	32812736	32814382	1647	8	-42.7184588607703
chr22	36425787	36425912	126	6	42.692533270806
chr22	42197627	42198457	831	5	-42.6588768040701
chr22	49134562	49135206	645	7	42.6374007007878
chr22	35901648	35902328	681	6	-42.6364377019238
chr22	46452758	46453252	495	9	-42.5745448186395
chr22	32552906	32556609	3704	9	-42.4997935258895
chr22	44829004	44829229	226	6	-42.4366855613111
chr22	35963430	35964075	646	5	-42.4356472946259
chr22	35203545	35205483	1939	7	42.3334331269638
chr22	40429684	40431081	1398	5	-42.3163801692427
chr22	28242617	28242941	325	5	-42.2894494340065
chr22	22356300	22357253	954	5	-42.2774501339877
chr22	27953436	27953816	381	8	-42.2570727724574
chr22	44818155	44819263	1109	10	-42.2424478386608
chr22	19108405	19108632	228	7	-42.2074478510053
chr22	18497701	18498368	668	6	42.2020020398689
chr22	32842168	32843213	1046	7	-42.1691603575279
chr22	27590934	27591007	74	6	42.1635774174869
chr22	37947137	37948076	940	5	-42.1556954172969
chr22	25594904	25596609	1706	9	42.0598246356796
chr22	29875356	29875719	364	8	42.0592041582353
chr22	48912619	48914291	1673	5	-42.0452092248256
chr22	37242488	37243944	1457	6	-42.0279234630889
chr22	43353467	43354216	750	6	-41.984412853483
chr22	41920339	41924755	4417	9	-41.9244273389613
chr22	46924115	46924686	572	11	41.8978874372135
chr22	41458065	41458551	487	5	-41.8862242433645
chr22	24952921	24955176	2256	8	-41.8709315550176
chr22	41845326	41846603	1278	6	41.8019792936128
chr22	50524044	50524769	726	8	-41.8010957958518
chr22	36132145	36133108	964	8	41.7928008759362
chr22	26986584	26986771	188	6	41.7516399408469
chr22	18031615	18031731	117	7	-41.6708637724385
chr22	36519755	36519914	160	7	41.6339253762182
chr22	38325161	38329362	4202	5	-41.6239470961052
chr22	26076843	26077178	336	6	41.6059352309614
chr22	46639840	46640372	533	7	-41.5921464669173
chr22	44696693	44697464	772	7	41.5689099161236
chr22	17678923	17679350	428	5	-41.5510703308873
chr22	35480062	35480829	768	7	-41.5224596982915
chr22	34293784	34294048	265	6	41.5148472616505
chr22	36940399	36940617	219	7	41.493537190772
chr22	36903515	36903935	421	6	41.4655832337214
chr22	21205653	21207286	1634	7	41.4497301721389
chr22	30267789	30269256	1468	8	-41.4323116218361
chr22	41075992	41076858	867	6	41.3981900916707
chr22	25166079	25166203	125	5	-41.3691024417872
chr22	46745764	46746319	556	7	-41.3251213522502
chr22	26896281	26897179	899	8	41.3228918794768
chr22	37917001	37918886	1886	8	41.2658139852374
chr22	18358507	18358688	182	6	-41.2546471433213
chr22	27545464	27546303	840	8	-41.2507404050353
chr22	34276871	34277226	356	7	41.2381595828031
chr22	39878522	39879024	503	6	-41.1878931233837
chr22	50994522	50995608	1087	5	-41.1808772898892
chr22	35624264	35626248	1985	8	-41.1709850764664
chr22	30171413	30175537	4125	7	-41.1069270659935
chr22	23931907	23932421	515	5	-41.1047954965804
chr22	25099176	25099418	243	5	-41.0920697439675
chr22	31464658	31465273	616	5	-41.0189207230086
chr22	35942431	35942726	296	5	41.0097765002639
chr22	32958235	32958784	550	6	-41.0012349647492
chr22	33663372	33663767	396	8	-40.9905848550597
chr22	22329907	22329976	70	5	-40.9211870556059
chr22	34217472	34217590	119	5	40.8802045292168
chr22	42605841	42606111	271	10	40.7958490015452
chr22	22062363	22062509	147	8	40.7835047178135
chr22	21241307	21242114	808	5	40.7595610513306
chr22	30821297	30821444	148	7	-40.7302217494613
chr22	20106020	20106448	429	7	-40.7291917956637
chr22	31228733	31231789	3057	5	40.7257195232
chr22	21220945	21223213	2269	8	40.7220668342834
chr22	37523439	37523930	492	5	-40.7180062496364
chr22	31640124	31640806	683	7	-40.7144574652835
chr22	32419853	32422781	2929	6	-40.7085222858444
chr22	29702155	29706017	3863	5	40.6894228367191
chr22	45900572	45901448	877	7	-40.6403480525051
chr22	42566858	42567241	384	7	40.6285339114077
chr22	46709694	46710443	750	6	-40.6285180258132
chr22	25536968	25537728	761	5	40.6260468512118
chr22	39926172	39927438	1267	9	40.6179185771389
chr22	35429728	35430873	1146	6	-40.6080879511116
chr22	48917401	48917527	127	6	40.5440743421197
chr22	34393366	34397237	3872	9	40.5355833849749
chr22	37247330	37247688	359	6	-40.4236407459642
chr22	39750156	39752548	2393	7	40.4048259894637
chr22	18278316	18278539	224	11	40.3362449144449
chr22	27212288	27212781	494	8	-40.3297213756634
chr22	36748953	36749359	407	8	-40.3143874818461
chr22	45345606	45345850	245	6	-40.3071031034758
chr22	39152651	39152755	105	6	40.2392887873054
chr22	49128684	49128903	220	6	40.235897699062
chr22	18402668	18402900	233	5	40.2215642038214
chr22	19316493	19316601	109	5	40.1693159866563
chr22	31339900	31340183	284	5	-40.1675837382971
chr22	32461634	32462267	634	6	-40.0395424710602
chr22	45999641	46000651	1011	6	-40.0360751850408
chr22	43957034	43957319	286	6	40.0186461904494
chr22	39287270	39287568	299	6	-39.9881947553874
chr22	27010465	27010673	209	5	-39.9704509002245
chr22	28082952	28083303	352	5	-39.9116858386148
chr22	37296314	37298680	2367	8	-39.9023996296142
chr22	39957800	39958230	431	7	39.8957790971118
chr22	46732732	46732975	244	6	39.8906916140168
chr22	38639086	38639710	625	5	-39.8887045031248
chr22	18343186	18343613	428	7	-39.8784989106059
chr22	37877266	37877850	585	5	-39.8306966022073
chr22	43460082	43460206	125	9	-39.7956275594601
chr22	25123975	25124058	84	7	-39.7757891829315
chr22	18162540	18162707	168	6	-39.7453054195533
chr22	29388929	29389487	559	7	39.7122514244309
chr22	35450555	35456742	6188	9	-39.5951024542779
chr22	45394535	45395576	1042	7	-39.5736962955595
chr22	27929637	27929784	148	6	-39.5560682438615
chr22	39037534	39038533	1000	5	39.5212176360068
chr22	44970574	44973943	3370	5	-39.5146609499856
chr22	48116312	48118295	1984	6	-39.5146380274635
chr22	42679149	42679243	95	8	39.441617134384
chr22	35526178	35526880	703	9	39.4240179524186
chr22	47614244	47614299	56	6	-39.3865978994492
chr22	49124331	49124825	495	6	-39.3569177455289
chr22	35094774	35095322	549	5	-39.3429384559325
chr22	43989327	43989921	595	6	39.3332781365933
chr22	36275528	36276180	653	6	39.3264929559914
chr22	29380038	29380247	210	5	-39.2917177375855
chr22	18396839	18397145	307	5	39.2648237712229
chr22	42391392	42395341	3950	9	39.1998549370534
chr22	21218865	21219837	973	5	39.1871594846905
chr22	34518276	34519159	884	5	-39.1831931970578
chr22	40347653	40347751	99	9	39.1815187339311
chr22	46544345	46545082	738	9	-39.160356012686
chr22	18314645	18315016	372	6	39.1544388335213
chr22	39930335	39930636	302	8	-39.1221042492718
chr22	19532918	19533433	516	5	-39.1053322434983
chr22	39576882	39576986	105	5	38.9838888136047
chr22	40090348	40091888	1541	8	38.9680909910911
chr22	51051925	51052669	745	8	38.9546324890533
chr22	49462357	49463002	646	8	-38.9139386745735
chr22	47895158	47897195	2038	5	-38.9024381485804
chr22	47660455	47661157	703	5	-38.8968555484898
chr22	43078077	43078501	425	5	-38.8850656719737
chr22	33981936	33982195	260	7	38.8589361657524
chr22	37572563	37572936	374	7	-38.8018711041364
chr22	48467821	48467914	94	6	-38.7925261592955
chr22	21173034	21173664	631	8	38.7867316503862
chr22	34616759	34617070	312	6	-38.7710295876089
chr22	39840577	39841094	518	5	-38.7120660192459
chr22	48137159	48137221	63	5	-38.5982236875942
chr22	18254475	18258044	3570	5	38.5739599960355
chr22	47006477	47006616	140	5	38.5696984123364
chr22	34749962	34750481	520	7	38.5190964659232
chr22	24920579	24922437	1859	8	-38.5155676365283
chr22	24172001	24173315	1315	11	38.485517507437
chr22	27714034	27714194	161	8	-38.3884082446806
chr22	47485242	47486323	1082	7	38.3883067084276
chr22	29206778	29207264	487	8	-38.3703676116006
chr22	44455471	44455741	271	9	38.3506446933529
chr22	28168423	28169541	1119	5	-38.3483154997147
chr22	48212569	48212922	354	6	38.3420704284564
chr22	47265401	47266959	1559	9	-38.2782517483986
chr22	35893736	35894091	356	7	38.2218345879518
chr22	26254208	26254824	617	6	38.1578667275514
chr22	18472027	18472775	749	9	38.1322252949389
chr22	18981011	18981084	74	6	-38.0646324141557
chr22	46264196	46264689	494	6	38.0640050913735
chr22	34286417	34288289	1873	8	38.0635792719009
chr22	39434397	39434630	234	6	-38.0585806694886
chr22	35326773	35328309	1537	5	-38.0232006860081
chr22	24965075	24965733	659	7	-37.9925396159441
chr22	17887724	17888133	410	7	-37.9814275073646
chr22	50649517	50650328	812	6	37.9323682563469
chr22	27377720	27379351	1632	6	-37.9277004937894
chr22	50114294	50114443	150	7	-37.9226694736963
chr22	44216373	44216738	366	6	37.8959993016695
chr22	46152836	46153302	467	5	-37.8426070204765
chr22	40579411	40579625	215	6	-37.8116662390401
chr22	36784708	36784978	271	6	37.6443850225688
chr22	37164052	37164220	169	5	-37.6429173354794
chr22	27613686	27614250	565	5	-37.6238621429998
chr22	43302795	43303600	806	7	37.6172744956873
chr22	18447655	18449131	1477	7	37.5603085037769
chr22	36177675	36178407	733	10	37.5327313113311
chr22	33656466	33656692	227	5	-37.5108402003433
chr22	46028669	46029144	476	5	-37.4279186097393
chr22	17524192	17525699	1508	6	-37.3861916596322
chr22	29514223	29517412	3190	6	-37.372459000788
chr22	29917023	29917886	864	7	37.3696492939241
chr22	17657333	17657926	594	5	37.3666904106692
chr22	39800616	39800992	377	5	-37.3405731683758
chr22	31613377	31614752	1376	6	-37.3305653260005
chr22	29041876	29042128	253	5	-37.3040838961401
chr22	50276392	50276569	178	8	-37.290110390455
chr22	43633556	43633821	266	6	-37.2781206790803
chr22	34646048	34647704	1657	5	-37.2701550124139
chr22	45323588	45324146	559	9	-37.2546586825724
chr22	25345454	25347503	2050	6	37.2312101563568
chr22	47982661	47983458	798	6	-37.2279286819925
chr22	47460567	47460671	105	6	-37.2130566733376
chr22	43413047	43414329	1283	7	-37.1007522714845
chr22	41978735	41979045	311	7	-37.0912180806288
chr22	43722480	43722558	79	6	-37.082950873445
chr22	41150498	41153898	3401	10	37.0660920538409
chr22	23639131	23639276	146	5	-37.0399889450585
chr22	26389856	26390555	700	6	37.018131732764
chr22	45495127	45495956	830	6	-36.7581257813764
chr22	44691938	44693571	1634	5	-36.7561652224146
chr22	40723353	40723667	315	5	-36.7409879806294
chr22	38006628	38007811	1184	6	-36.6913792149044
chr22	31102958	31103233	276	6	36.6736524849193
chr22	40681199	40681690	492	9	-36.6651743827349
chr22	19893606	19893968	363	8	36.6566045367393
chr22	17544298	17544918	621	5	-36.6417358824196
chr22	30211770	30213527	1758	5	36.6221154798848
chr22	46229650	46229762	113	6	-36.6155797403268
chr22	44663984	44664429	446	7	-36.607958972903
chr22	37735428	37735786	359	6	36.5873562709752
chr22	29468412	29468640	229	7	36.5602488318828
chr22	48452734	48453001	268	5	36.5292587375405
chr22	44022247	44022312	66	7	-36.5101710828861
chr22	27033958	27034717	760	6	-36.4652313105395
chr22	39704725	39705005	281	9	36.4250309232635
chr22	34025210	34025436	227	8	36.4034149959949
chr22	37644256	37646174	1919	5	-36.3933153446894
chr22	26657947	26661499	3553	6	-36.3473036619195
chr22	21975730	21975890	161	6	-36.3429773696496
chr22	37148942	37149742	801	7	-36.3301505406283
chr22	40370068	40371961	1894	8	-36.2910720963338
chr22	39948390	39948855	466	5	-36.2689417260375
chr22	43268993	43269314	322	6	-36.2465610421291
chr22	36717503	36717561	59	6	36.1939415975616
chr22	49421283	49423049	1767	9	36.1710762818388
chr22	35745541	35746500	960	5	-36.1141327662999
chr22	37463971	37467431	3461	6	-36.0934074720094
chr22	45445202	45446940	1739	7	-36.0828073687922
chr22	30753555	30753845	291	7	36.0776286684445
chr22	41536144	41536260	117	10	-36.0045718605464
chr22	26362393	26362961	569	6	-35.9993531173885
chr22	50298064	50298119	56	7	35.9991941915377
chr22	41251197	41251500	304	10	-35.9790244664862
chr22	29194749	29195101	353	5	35.9787202802881
chr22	50846997	50847360	364	5	35.9782719551017
chr22	45837739	45838235	497	5	-35.9684993627972
chr22	27957706	27958061	356	5	35.8692109485067
chr22	24888656	24888825	170	6	35.8559480290702
chr22	48076803	48077034	232	5	35.8391951742456
chr22	33962449	33962588	140	6	35.7653379895866
chr22	34159272	34159489	218	5	35.7652881345931
chr22	44823668	44824008	341	5	-35.7479530346956
chr22	22867402	22867553	152	5	35.6988512673261
chr22	27258434	27258521	88	6	-35.6720566229325
chr22	43697570	43698943	1374	7	-35.6137773651628
chr22	23621149	23621289	141	5	35.6103101137517
chr22	42147998	42148613	616	5	-35.5301184155509
chr22	37552608	37554198	1591	6	-35.5214313165715
chr22	23360723	23361047	325	8	-35.5034485352584
chr22	44621077	44621715	639	5	-35.4765369128404
chr22	26982361	26982930	570	6	35.4382450248132
chr22	26401730	26402828	1099	7	-35.4349281609257
chr22	48080590	48082373	1784	7	-35.3334493051154
chr22	39198742	39199354	613	5	-35.2826622766706
chr22	42632444	42633404	961	7	-35.2811699561406
chr22	43773851	43774198	348	5	35.2786413729139
chr22	48812594	48812847	254	6	-35.2248954028886
chr22	40880843	40881069	227	5	35.1190303567922
chr22	30087531	30087760	230	7	35.1132148933198
chr22	48171659	48172366	708	7	-35.0734879484129
chr22	24430093	24431719	1627	5	-34.9502465374064
chr22	47081634	47081779	146	7	34.8622093609525
chr22	44622525	44626342	3818	5	-34.8414760606758
chr22	29385160	29385320	161	5	34.8187155678435
chr22	42817618	42817881	264	7	-34.7938059281568
chr22	34106059	34107956	1898	11	-34.793450504621
chr22	35908988	35909476	489	5	-34.7778013976507
chr22	25144784	25144974	191	7	-34.7628925795546
chr22	29675233	29675690	458	5	-34.7598214445872
chr22	30737228	30738264	1037	6	-34.7292887136943
chr22	44478524	44478862	339	9	-34.7073979677975
chr22	41513675	41514595	921	10	-34.6371771286278
chr22	26020907	26022196	1290	5	34.5335315522375
chr22	45620022	45621673	1652	11	-34.4800208496431
chr22	44150733	44151487	755	8	34.4772412555018
chr22	17963944	17965035	1092	7	-34.4757728094593
