AN05483_Control_NeuN	X1525_Control_NeuN	X1527_Control_NeuN	X1531_Control_NeuN	X1536_Control_NeuN	X1538_Control_NeuN	X1539_Control_NeuN	X3590_Control_NeuN	X3602_Control_NeuN	X4615_Control_NeuN	ABBY_ND	ANJA_ND	BELEKA_ND	CALLIE_ND	DUNCAN_ND	LULU_ND	LYK_ND	MELISSA_ND	OSSABAW_ND	Roger_ND	YN04-200_ND	YN08-380_ND	YN09-122_ND	YN09-173_ND	YN09-179_ND	YN09-72_ND	YN11-64_ND	YN11-77_ND	YN12-654_ND	YN14-248_ND	AN03398_Control_Olig2	AN15240_Control_Olig2	AN16799_Control_Olig2	X1527_Control_Olig2	X1532_Control_Olig2	X1538_Control_Olig2	X1539_Control_Olig2	X1541_Control_Olig2	X3602_Control_Olig2	X4615_Control_Olig2	ABBY_OD	ANJA_OD	BELEKA_OD	BJORN_OD	CALLIE_OD	DUNCAN_OD	LULU_OD	MELISSA_OD	OSSABAW_OD	Roger_OD	YN04-200_OD	YN08-380_OD	YN09-122_OD	YN09-173_OD	YN09-72_OD	YN11-300_OD	YN11-77_OD	YN11-78_OD	YN12-654_OD	YN14-248_OD
22	18	12	4	10	6	15	14	23	19	14	11	12	18	8	4	16	21	12	17	22	20	8	7	13	18	10	14	8	17	28	14	25	22	21	19	17	28	17	24	13	9	4	3	11	4	3	19	6	21	16	20	13	18	25	17	21	14	22	13
20	10	11	21	9	5	16	17	17	19	15	6	16	19	13	5	18	19	12	21	20	18	16	11	16	34	15	14	16	14	13	21	24	20	29	13	22	17	31	19	15	7	15	6	10	16	6	17	13	21	21	25	19	18	31	17	16	19	21	15
19	16	14	12	7	6	13	11	21	15	13	7	12	10	5	1	16	21	8	15	15	13	8	6	5	9	8	7	9	15	24	13	19	16	20	18	10	25	14	21	13	4	2	3	9	6	2	14	6	12	8	19	12	16	19	16	14	14	21	11
18	9	8	15	11	7	14	16	21	15	12	8	17	15	12	4	15	19	10	19	23	15	10	9	12	20	14	10	15	14	15	21	31	16	25	14	19	14	26	16	10	4	10	3	10	11	4	16	8	21	23	18	19	16	23	14	16	17	12	11
16	12	7	12	12	6	16	17	22	16	13	6	15	14	12	4	14	18	9	16	24	15	9	9	12	18	9	9	16	13	12	20	34	16	25	11	18	12	21	14	9	3	10	3	11	8	3	16	8	20	17	18	19	13	22	14	14	14	9	10
21	14	12	16	9	6	11	13	21	14	11	8	11	9	7	1	15	17	6	11	11	13	5	4	5	11	6	6	7	17	24	12	14	21	21	14	11	23	13	21	11	2	2	2	8	6	1	14	8	12	8	16	14	14	17	15	12	15	15	11
22	14	11	16	9	6	11	12	23	12	10	8	11	9	7	1	15	16	6	11	12	13	6	4	5	10	6	6	7	17	24	12	14	21	21	14	11	23	13	22	12	2	2	2	8	6	1	14	8	12	8	16	13	15	17	15	12	15	15	10
14	11	7	13	12	8	13	16	21	16	13	6	16	15	13	5	12	18	11	15	22	13	9	8	12	18	9	7	13	12	12	21	34	15	21	14	18	13	19	14	7	4	7	4	9	5	2	15	8	20	17	16	19	13	18	14	15	12	9	12
13	11	7	12	12	8	15	15	18	16	12	7	16	16	14	5	13	17	12	16	21	13	8	7	12	19	7	8	12	14	12	21	33	15	21	14	17	13	15	14	7	4	6	4	9	4	1	14	8	21	15	15	19	13	14	14	15	11	8	13
13	11	7	12	12	8	15	15	19	16	13	7	16	16	13	5	13	17	12	16	21	13	8	7	11	19	7	9	12	14	12	21	34	15	21	14	17	13	15	14	6	4	6	4	8	4	1	14	8	20	14	15	20	13	14	14	15	11	8	13
13	10	7	12	12	8	16	15	19	16	13	7	16	16	13	5	14	18	12	16	21	13	8	6	11	19	7	9	12	14	12	21	34	15	21	14	17	13	16	14	6	4	6	4	8	4	1	14	8	20	14	15	20	14	14	14	15	11	8	13
15	10	7	11	10	8	17	13	18	16	13	8	17	15	13	5	13	18	11	17	18	13	8	6	11	16	7	9	13	15	11	22	38	14	23	14	17	13	17	16	5	4	6	3	8	3	1	14	9	21	15	14	19	13	12	14	16	11	9	13
19	15	11	17	11	5	13	11	19	15	8	7	9	9	8	3	14	14	8	12	10	8	5	3	7	10	8	7	9	21	19	14	18	17	17	15	13	21	12	23	5	2	2	1	8	6	2	14	7	13	9	11	14	15	18	12	13	11	13	12
12	10	6	10	11	8	13	13	18	13	13	8	20	16	9	5	13	14	12	15	19	6	4	5	11	19	8	10	12	14	13	19	37	17	27	11	14	11	18	16	3	4	7	2	5	4	1	13	7	17	13	11	16	12	14	15	18	13	10	13
10	10	10	11	8	4	14	9	22	11	13	8	16	15	8	3	13	16	9	14	16	6	5	9	8	20	11	14	12	11	16	16	31	16	21	9	12	17	18	16	3	4	6	2	3	5	1	15	5	14	7	9	22	14	10	7	16	12	7	11
11	8	8	11	10	4	11	9	24	7	11	8	16	15	8	1	12	17	11	14	12	5	5	8	8	18	13	14	13	13	16	16	35	16	21	8	10	19	18	18	4	2	5	2	2	5	1	13	5	14	6	9	18	12	8	7	16	11	7	11
11	4	3	7	5	3	2	6	10	9	6	3	4	7	11	4	2	11	9	9	6	14	4	5	11	4	12	7	11	7	9	4	18	9	7	4	3	9	6	3	7	2	4	4	5	7	5	7	4	11	7	11	7	11	16	7	7	10	7	10
8	2	8	14	17	5	10	7	16	11	4	8	10	11	11	2	6	8	5	11	7	8	4	2	13	18	12	10	12	10	8	23	18	9	11	12	8	16	16	15	6	3	9	2	7	4	5	11	7	22	12	12	19	10	21	18	8	15	14	9
5	2	8	10	18	5	10	5	16	11	4	8	10	11	11	2	8	8	4	11	6	6	5	4	13	20	14	8	11	10	8	21	15	9	10	10	7	14	17	17	7	3	10	3	6	5	5	11	9	21	10	17	19	11	22	19	8	14	13	8
6	3	7	12	14	6	10	6	17	15	5	10	9	11	11	2	7	6	4	8	7	6	4	6	13	19	14	8	9	11	8	20	13	13	11	11	6	16	17	15	7	3	11	3	8	5	5	12	7	21	10	17	18	11	24	17	10	11	14	9
7	3	7	11	14	7	11	4	22	15	6	9	10	10	11	2	6	6	6	8	7	6	5	8	8	20	18	8	5	11	9	22	15	14	11	10	7	16	17	15	9	4	13	4	14	7	5	14	8	19	10	16	18	8	24	16	11	11	14	9
6	3	7	12	15	6	9	3	23	13	7	8	10	12	12	3	8	6	5	9	6	6	5	13	9	22	16	7	3	8	10	22	14	15	13	9	10	20	17	17	9	7	11	4	17	7	7	14	8	22	10	16	14	6	22	17	10	11	17	10
8	3	9	12	15	4	10	6	27	17	7	10	10	12	14	8	9	7	6	15	7	9	5	24	9	24	17	9	2	9	13	17	19	18	12	10	13	20	11	16	12	9	11	8	20	7	7	13	8	25	10	16	14	10	21	17	10	12	17	9
11	3	4	7	6	3	7	4	20	7	11	11	8	17	11	9	13	9	5	17	7	10	6	41	8	19	10	10	2	5	11	12	12	13	11	6	15	11	6	12	12	13	17	10	24	9	13	13	17	25	9	16	8	10	16	15	8	11	7	5
10	3	4	7	7	2	7	4	17	7	11	10	7	18	12	9	13	8	4	20	8	9	6	48	8	16	9	9	2	6	9	9	10	11	9	5	15	11	5	8	12	14	16	11	28	10	14	12	20	26	7	16	7	10	17	15	8	13	6	6
10	3	4	7	7	2	8	4	17	7	11	10	7	18	12	9	13	8	4	20	8	9	5	49	8	16	9	9	3	6	9	9	10	11	9	5	15	11	5	8	12	14	17	11	28	10	14	12	20	26	7	16	6	10	17	15	8	12	6	7
10	3	4	7	7	2	8	4	17	7	11	11	6	17	12	9	14	7	4	20	8	9	5	50	8	16	10	9	3	6	9	9	9	11	9	5	15	11	5	8	12	15	17	12	28	9	14	12	21	28	7	16	5	10	17	15	8	11	6	7
9	3	4	7	6	2	6	4	12	5	10	12	9	18	13	10	14	7	4	20	8	8	7	55	8	16	9	9	3	7	7	5	7	7	8	4	12	10	4	5	12	15	16	13	25	10	14	10	21	30	7	15	6	11	18	14	8	10	5	6
8	1	7	11	9	6	11	3	16	6	9	4	12	11	10	5	6	8	7	10	9	18	3	11	7	11	13	7	5	6	9	6	10	7	9	12	8	6	14	14	9	7	10	0	13	12	8	11	9	12	9	21	8	12	25	5	14	12	7	2
9	6	5	6	5	2	9	6	13	7	4	5	6	12	11	0	12	5	10	13	5	9	1	2	2	9	4	9	5	3	7	8	11	8	2	7	8	8	8	10	4	3	1	3	6	8	4	9	9	5	5	3	3	6	3	7	7	11	6	0
6	1	5	11	9	5	10	4	17	5	9	4	11	11	9	4	6	8	6	9	8	18	5	13	6	12	12	7	6	5	9	5	10	7	7	11	9	6	14	12	9	7	9	0	13	10	8	10	7	12	9	19	7	10	24	5	12	11	8	2
6	1	5	11	8	5	10	4	17	5	9	4	11	11	9	4	6	8	6	10	8	17	5	13	6	12	12	8	5	4	9	5	10	6	7	11	9	6	14	12	9	7	9	1	13	10	8	9	7	12	9	18	7	10	24	5	13	11	9	2
7	1	5	11	8	5	10	5	17	5	9	4	11	11	9	4	6	8	6	11	8	17	5	12	6	12	12	8	5	4	10	5	10	6	7	11	10	6	14	12	8	7	9	1	14	9	8	9	7	12	9	18	8	10	23	5	12	10	8	2
7	1	5	11	7	4	10	5	16	6	8	4	11	11	9	4	6	8	5	11	7	16	5	12	6	12	12	8	5	4	9	6	10	6	7	10	10	6	12	12	8	7	9	1	14	9	8	9	7	10	9	18	8	10	23	5	12	10	7	1
7	1	5	11	7	4	10	5	15	6	8	4	11	11	8	4	6	8	5	11	8	16	5	12	6	13	12	8	5	4	9	6	9	5	7	10	10	6	13	12	8	8	9	1	14	9	8	9	7	11	8	19	8	10	23	5	12	10	7	1
7	1	5	12	6	4	10	5	15	6	8	4	11	11	9	4	6	8	5	11	8	16	5	14	6	13	11	9	4	4	9	8	9	5	7	11	9	7	11	12	8	8	8	1	14	9	7	10	7	11	8	19	8	10	23	5	13	10	7	1
12	6	3	16	11	3	10	9	24	11	9	4	12	13	10	7	10	7	5	12	15	14	14	22	8	17	19	15	7	8	12	10	10	5	11	14	11	12	12	17	10	11	13	4	13	12	7	12	7	18	7	24	13	10	28	15	12	9	15	6
20	8	9	18	11	10	10	9	15	14	12	9	6	17	18	6	9	13	8	10	11	16	13	5	6	12	7	16	13	13	9	17	15	17	6	16	12	20	17	13	13	13	8	11	13	10	10	22	11	14	11	14	10	14	14	13	9	9	9	10
20	8	9	19	13	9	11	9	15	14	13	9	6	18	18	6	10	13	8	10	11	17	13	5	6	12	7	16	13	12	9	17	15	19	6	16	12	21	17	13	13	13	9	11	13	10	10	22	11	14	11	14	10	14	14	13	9	11	9	10
14	6	11	15	10	12	16	9	24	15	9	5	17	19	13	6	7	10	8	10	18	14	13	20	8	16	14	13	10	10	17	11	14	10	11	16	12	17	20	14	10	8	7	6	13	11	8	16	2	17	15	23	17	15	17	16	10	9	23	12
20	8	9	19	13	9	11	9	15	13	14	9	6	19	19	6	10	13	9	10	10	17	13	5	6	12	6	16	13	12	9	16	15	19	6	15	12	22	17	14	13	13	9	11	14	11	10	22	11	14	13	14	10	14	14	13	9	11	9	10
20	8	9	19	14	9	11	9	15	13	14	9	6	19	19	6	10	13	9	10	11	17	13	5	6	12	6	16	13	12	9	17	15	18	6	17	12	22	17	14	13	13	10	11	14	11	10	22	11	13	13	14	10	14	14	13	9	11	9	10
19	9	10	19	14	8	11	9	15	13	15	9	6	18	18	6	10	13	10	10	11	17	13	5	6	12	5	16	13	12	10	17	16	18	6	17	12	22	17	14	13	12	10	11	14	11	10	23	10	14	13	14	10	14	14	13	10	11	9	11
19	9	10	19	14	9	11	9	15	13	16	9	6	18	18	6	10	12	10	10	11	17	13	5	6	13	5	16	13	13	10	17	16	19	6	17	12	22	18	14	13	12	10	12	14	11	10	23	10	14	13	13	10	14	14	13	12	11	9	11
18	8	8	17	14	9	9	10	16	14	16	9	6	18	18	6	10	11	10	10	11	16	13	5	7	14	6	16	15	15	11	16	18	20	7	16	11	22	18	14	13	12	10	12	15	11	10	23	10	14	14	14	10	13	13	12	11	11	9	12
15	6	11	16	12	14	17	9	17	14	10	5	13	17	14	5	8	10	8	9	19	13	13	17	9	18	15	11	12	10	15	13	16	10	11	13	14	17	21	15	9	8	9	5	11	11	6	15	2	20	15	20	17	13	21	13	10	12	23	15
17	8	5	15	13	10	10	8	15	13	15	6	8	16	15	6	8	12	10	9	6	17	14	5	5	12	6	16	14	14	8	15	16	17	7	13	11	19	15	16	12	8	11	10	14	13	8	22	9	14	11	14	13	13	14	12	9	10	10	13
14	6	10	16	10	13	19	9	15	11	9	5	16	17	13	4	9	12	8	10	17	11	12	16	9	19	12	11	12	10	12	15	15	8	9	12	15	18	22	14	8	9	9	4	12	11	6	12	1	20	17	20	16	16	23	11	10	14	23	19
14	7	8	15	8	12	19	11	15	15	8	8	16	15	12	2	10	9	7	14	19	8	11	10	8	17	21	7	12	8	12	17	17	10	10	9	15	16	16	13	5	6	5	4	12	8	1	9	2	16	14	19	18	12	20	11	11	15	22	22
14	7	8	14	8	11	18	11	15	14	8	8	16	15	12	2	11	10	7	14	19	9	11	11	8	17	21	7	12	8	12	16	17	10	10	9	15	16	16	11	5	6	5	4	13	8	1	8	2	14	13	19	17	12	21	11	11	15	21	22
16	7	6	11	8	6	6	7	15	12	15	6	8	15	12	0	5	13	5	3	10	14	9	5	10	14	12	10	9	16	7	11	15	15	6	5	8	15	7	10	8	2	4	3	7	6	4	15	3	11	13	11	15	11	12	11	10	15	5	8
1	7	3	8	6	11	4	5	9	3	3	2	16	15	8	4	5	11	3	10	11	7	2	2	7	8	7	12	8	5	9	9	5	6	7	9	9	5	4	4	4	7	8	5	10	5	6	2	6	11	9	19	7	4	16	6	11	5	6	4
2	5	9	4	5	8	5	6	7	5	6	1	8	16	11	4	6	5	2	14	9	4	1	0	6	6	6	6	9	4	5	11	10	5	1	13	8	4	6	5	0	6	8	4	10	2	3	5	4	14	11	1	5	4	4	6	6	7	6	4
2	5	9	4	6	6	5	6	8	5	6	1	8	16	11	4	6	6	2	14	9	4	1	0	6	7	6	6	9	4	6	11	10	5	1	13	8	4	5	5	0	6	8	4	10	2	3	5	4	14	9	1	5	4	4	6	6	6	6	4
15	8	10	15	9	11	15	13	28	15	8	7	11	9	5	6	11	13	8	12	19	24	8	12	21	16	14	10	14	8	21	14	20	13	12	12	16	13	14	17	9	7	8	7	20	12	15	17	11	19	16	20	10	9	19	10	21	19	14	12
15	8	10	15	8	11	15	13	29	15	8	7	11	7	5	6	10	14	8	11	21	23	8	12	20	17	13	9	14	9	22	14	21	13	13	13	15	13	13	17	9	7	9	6	20	13	17	16	11	20	17	21	10	9	20	10	20	18	14	12
15	7	10	15	8	11	15	13	29	16	9	7	9	6	5	6	10	15	8	11	21	24	8	12	20	17	13	10	14	10	22	13	21	14	13	14	14	12	12	17	9	7	9	6	20	13	17	16	11	20	16	21	11	9	22	10	20	18	16	11
7	7	8	14	13	14	13	16	23	15	18	6	14	16	18	9	7	23	14	22	22	11	11	14	10	21	23	11	13	22	13	15	24	14	5	17	16	14	18	10	8	4	5	9	12	18	3	17	9	18	14	21	11	16	28	21	16	19	15	15
18	7	14	15	8	11	5	7	25	14	11	10	10	14	11	0	10	14	6	17	19	18	11	10	14	22	14	14	13	15	10	15	21	15	17	15	12	10	14	23	10	8	10	4	10	9	7	10	9	12	23	25	16	12	27	22	22	14	28	21
18	7	14	15	8	10	5	8	25	14	11	10	10	14	11	0	10	14	6	18	19	19	11	11	14	22	14	15	13	11	10	14	22	16	17	14	11	12	15	24	10	7	11	4	9	9	6	11	9	13	25	25	15	13	28	21	23	15	27	19
18	7	14	15	8	10	5	8	25	14	11	10	9	14	11	0	10	15	6	18	19	18	11	11	13	21	14	14	13	11	10	16	22	18	17	14	11	12	15	22	10	8	10	3	9	9	4	11	9	13	25	26	14	13	28	20	23	15	26	18
18	8	14	13	8	12	6	8	23	15	11	10	8	15	12	0	10	14	6	19	18	18	11	8	14	19	12	16	13	10	11	16	22	18	16	15	11	12	15	22	10	6	9	4	9	9	4	10	9	13	24	25	14	13	30	20	22	16	26	18
6	8	8	25	10	15	17	18	24	19	18	9	15	15	18	9	7	23	17	23	25	15	12	17	12	27	23	11	14	26	16	19	26	12	10	15	15	15	21	16	9	6	5	11	16	23	8	20	15	22	12	23	16	21	33	23	20	22	17	17
17	9	14	11	8	11	5	8	21	15	10	10	8	15	12	0	10	14	6	19	19	18	12	7	13	20	12	15	11	11	10	17	20	18	17	14	12	12	15	21	10	5	9	4	9	9	4	9	9	15	24	24	15	15	31	21	20	16	25	17
9	10	9	25	11	15	24	13	24	22	15	12	15	14	17	11	7	22	16	24	27	14	12	16	15	26	22	16	17	26	15	21	25	11	11	15	16	18	18	15	9	6	10	14	16	25	10	19	14	25	11	22	16	22	40	25	21	28	21	18
17	10	19	15	11	13	8	11	17	16	10	10	14	14	14	0	8	10	6	16	17	21	12	5	13	18	16	13	14	15	13	16	20	15	18	17	13	9	13	21	9	4	8	3	7	8	3	11	10	14	25	22	16	15	26	20	17	25	27	23
18	11	14	21	14	22	17	17	26	24	21	9	14	17	18	9	11	28	16	23	23	18	15	13	24	29	29	29	14	24	24	17	21	16	22	28	27	27	29	26	16	6	14	10	13	21	9	21	21	31	22	30	23	25	36	26	18	30	19	18
20	10	20	17	11	17	10	10	26	12	11	8	22	13	12	2	11	20	8	17	22	24	8	11	7	9	21	21	16	14	20	15	24	20	21	23	15	16	21	20	7	10	15	4	14	6	2	21	10	18	22	20	10	20	22	21	26	29	19	17
18	11	13	18	15	25	17	16	26	22	23	12	15	15	17	9	14	30	15	26	25	19	15	15	24	26	35	30	16	25	28	16	19	14	24	26	24	26	25	24	15	6	12	10	11	22	9	19	22	28	18	31	25	24	31	25	22	31	21	17
22	7	20	19	12	15	13	12	25	11	13	10	25	13	12	3	16	21	9	21	24	23	6	13	7	8	18	18	17	14	22	14	26	19	19	21	18	19	24	19	13	11	16	5	19	6	2	26	11	19	20	21	9	21	26	19	26	28	17	18
21	7	18	16	12	15	13	12	25	11	14	11	25	17	14	3	18	24	9	22	27	19	16	15	26	27	35	31	15	23	22	14	26	18	19	20	20	20	26	19	15	12	18	5	21	8	3	27	11	21	16	27	24	24	30	25	21	30	20	17
19	8	17	16	12	15	14	11	26	11	14	13	25	19	15	4	19	24	9	21	25	21	6	12	9	10	18	22	16	13	23	14	26	17	19	22	21	22	26	19	15	15	18	6	25	8	4	27	12	22	17	20	9	20	26	19	25	27	18	16
19	15	17	19	18	23	19	17	29	26	25	13	18	15	20	11	17	26	16	28	26	16	15	15	25	29	35	32	14	23	27	14	22	16	28	28	28	27	27	26	16	7	13	12	12	17	9	22	24	22	15	26	22	20	28	24	23	31	20	15
20	10	19	15	11	17	15	11	26	12	14	14	27	21	14	5	20	25	9	21	23	22	6	12	9	10	20	24	16	13	24	14	27	19	20	18	21	21	24	21	19	18	18	7	27	10	6	29	16	25	16	21	9	20	22	19	26	28	17	17
22	18	17	17	22	23	18	17	31	28	26	13	18	15	19	11	19	27	16	26	23	18	14	14	23	28	39	30	15	21	25	15	22	16	27	28	31	28	26	29	14	8	12	11	15	18	8	22	22	23	13	24	19	17	27	25	26	30	18	15
20	11	19	16	11	16	16	14	26	16	18	14	27	21	19	6	19	25	8	20	23	22	5	13	8	10	20	22	15	12	25	12	26	17	19	18	23	21	22	20	20	18	17	7	26	11	10	30	18	26	15	19	9	19	20	18	24	27	18	16
20	11	19	16	11	17	16	14	26	16	19	13	27	21	22	7	18	23	9	22	22	22	3	13	8	11	20	21	12	12	26	13	24	16	21	17	22	21	21	21	20	17	18	7	27	11	11	29	18	26	14	19	8	21	20	18	24	28	19	15
21	10	19	16	12	17	17	13	26	16	18	13	28	21	22	7	20	24	9	23	22	21	2	14	7	12	21	22	13	14	26	13	21	14	22	18	22	20	19	20	20	16	19	7	27	10	11	28	17	25	13	16	7	23	19	19	23	28	18	16
23	18	12	9	14	18	18	17	24	22	29	22	26	27	32	15	31	26	10	30	21	27	22	32	17	30	24	29	12	25	29	12	21	18	25	22	24	21	21	20	37	22	23	9	44	24	17	29	28	26	14	25	12	35	27	26	21	34	23	19
22	19	12	9	15	19	18	17	23	23	28	24	25	27	32	15	31	26	10	30	21	27	24	32	17	34	26	30	13	25	29	12	20	19	26	23	22	20	20	20	37	22	24	9	44	26	17	30	28	28	16	25	12	35	29	27	21	33	23	19
22	19	12	9	14	19	18	18	24	23	28	24	25	27	32	15	32	25	10	30	21	27	24	33	17	34	26	30	14	25	29	12	21	19	25	22	21	20	21	20	38	22	24	9	43	26	17	31	29	27	16	24	12	35	29	27	22	35	23	19
32	25	17	16	18	20	26	22	32	21	31	14	17	24	24	7	24	21	15	34	24	23	16	7	18	16	34	35	13	28	25	25	26	28	26	31	31	31	35	30	19	13	14	10	20	12	6	24	20	30	21	32	22	22	27	23	33	28	22	9
23	19	12	8	18	21	20	21	26	29	32	22	20	30	32	16	34	23	16	35	28	26	25	40	18	40	30	30	17	28	31	10	23	23	31	25	19	20	29	19	38	26	27	9	47	29	18	43	28	27	19	31	12	38	36	33	17	34	24	21
23	19	11	8	19	18	20	20	23	30	32	22	18	31	33	17	34	20	15	35	30	28	26	44	22	42	30	30	18	32	31	10	22	24	31	25	21	20	28	19	39	24	25	9	51	29	17	41	29	27	19	32	12	37	37	33	17	36	24	22
26	24	17	11	18	21	28	23	31	18	26	19	17	23	28	6	25	17	16	28	32	25	22	4	22	17	32	22	15	21	26	23	20	29	35	25	32	27	32	24	18	13	14	5	13	11	2	22	16	25	18	28	38	23	23	25	37	24	20	21
22	17	16	6	21	21	22	18	34	26	28	17	21	28	31	15	30	21	11	40	31	37	34	49	23	38	43	29	22	34	25	16	19	31	31	25	24	19	29	28	42	24	25	11	61	35	17	49	32	38	23	45	28	40	46	33	26	39	31	26
26	22	23	12	26	15	24	24	24	18	22	19	18	22	19	6	18	18	16	28	27	27	21	1	21	17	27	23	16	24	28	24	18	25	27	19	31	24	27	18	15	9	13	4	13	11	1	16	13	23	13	24	35	22	20	28	30	30	20	24
26	21	23	12	25	14	23	24	25	18	22	19	18	22	19	6	18	18	16	28	26	28	20	1	21	16	26	22	17	24	27	24	18	26	28	18	28	23	27	18	15	9	12	3	12	9	1	16	12	23	13	24	35	20	19	28	30	28	20	25
28	14	17	7	22	23	22	15	35	22	29	17	21	24	25	15	30	20	12	44	32	37	29	50	23	37	43	32	21	31	24	16	21	31	31	28	24	20	29	28	43	21	24	10	61	40	14	48	31	37	27	46	32	36	50	35	29	35	32	26
28	16	17	7	23	23	24	15	35	24	30	18	21	22	27	15	29	22	11	44	31	37	30	50	22	38	42	30	21	31	24	16	23	30	30	28	25	20	29	29	43	20	22	10	61	40	14	48	30	35	26	50	32	37	51	36	30	34	33	27
28	16	17	7	23	23	24	15	37	24	30	18	21	21	27	14	28	22	12	44	31	37	29	49	22	37	42	30	22	31	24	15	23	31	30	28	24	21	29	30	43	20	22	10	61	39	13	48	30	35	27	50	33	37	53	35	28	35	34	27
27	17	17	7	22	25	24	14	37	23	30	16	21	21	26	14	27	22	13	44	31	37	29	48	23	38	43	30	23	31	23	16	23	31	31	29	24	22	29	30	44	20	23	10	61	38	13	48	29	35	28	50	33	36	53	35	29	33	34	28
25	16	19	6	23	25	22	15	38	23	30	16	21	23	25	16	26	22	15	43	31	36	30	50	23	38	42	31	23	30	23	16	22	31	31	31	24	20	28	31	44	19	24	10	62	39	13	49	30	35	28	49	33	38	54	35	30	34	33	28
26	17	17	6	24	26	22	17	40	21	32	16	23	25	25	18	27	23	14	43	34	38	35	51	22	38	43	27	23	34	23	18	23	29	31	31	26	20	30	30	46	18	23	9	60	42	14	47	28	39	30	50	36	38	49	34	31	39	35	29
26	17	18	6	24	24	23	15	40	20	33	13	22	27	23	18	28	24	14	41	34	38	34	55	22	42	39	29	21	32	24	17	25	31	31	31	28	20	30	28	47	18	24	8	61	45	14	46	30	41	29	52	38	38	47	35	33	36	36	29
30	22	24	13	23	20	24	21	22	15	21	18	19	21	18	3	19	23	14	22	30	26	16	2	14	13	19	21	14	24	24	25	15	34	24	19	30	18	28	13	8	6	10	3	9	6	1	13	11	26	14	18	31	20	16	25	30	23	19	23
30	22	23	13	24	20	24	21	22	14	22	18	19	20	17	3	19	23	14	23	30	25	16	2	13	13	19	21	16	25	25	25	15	34	24	18	30	17	28	13	8	5	10	3	9	5	1	12	12	27	15	18	31	20	16	25	30	23	21	23
29	22	24	13	24	20	23	22	21	14	22	17	19	20	17	3	19	23	13	23	30	25	15	2	13	13	19	20	15	26	24	26	15	32	25	18	29	17	27	13	8	4	10	3	9	6	1	12	12	27	15	18	30	20	16	24	29	23	21	23
28	21	23	13	24	21	24	22	21	14	22	16	19	20	18	3	19	23	13	23	28	25	14	2	14	13	19	20	16	27	23	26	16	32	26	18	29	17	28	14	6	4	10	3	9	6	1	12	12	26	15	18	31	21	15	23	29	23	21	21
28	21	23	13	25	21	25	22	21	13	22	16	19	20	19	3	19	22	13	23	27	24	14	2	14	14	19	21	15	26	23	26	16	32	26	18	30	17	27	14	5	4	10	3	9	6	1	12	12	26	14	19	31	22	16	23	29	23	20	21
28	21	23	13	25	20	24	22	18	13	21	16	19	18	17	3	17	22	14	23	26	23	14	2	14	13	18	20	16	28	22	25	16	33	27	17	28	16	27	16	5	4	10	3	10	6	1	13	12	26	14	20	31	22	16	23	27	22	20	21
30	23	24	15	24	21	24	22	18	13	22	15	20	19	17	3	16	24	14	24	25	23	13	2	14	13	18	21	18	28	22	25	16	34	27	17	25	19	26	18	5	4	10	3	10	6	1	13	12	27	14	20	30	21	17	22	26	23	20	22
29	23	23	15	24	20	24	24	19	15	21	15	21	19	17	3	16	24	14	24	24	23	14	2	14	13	18	20	18	28	22	25	16	34	26	17	26	20	26	18	6	4	8	3	9	6	1	14	10	26	13	21	28	20	17	22	26	22	20	22
23	25	15	11	30	22	26	22	36	19	27	13	21	29	21	14	28	20	14	41	33	35	30	55	24	36	33	24	20	28	24	25	21	24	32	31	27	21	25	30	49	19	33	11	57	46	14	36	31	45	33	50	40	38	56	35	27	34	40	24
27	17	20	18	15	20	21	22	17	12	20	11	21	20	14	1	15	23	12	25	17	20	10	4	8	11	19	18	20	19	18	21	19	30	29	18	27	22	22	15	5	2	4	1	11	5	2	13	6	25	18	23	23	20	19	20	21	24	12	19
23	31	16	19	30	20	29	21	31	26	18	15	21	33	21	18	26	22	17	42	26	38	29	56	25	35	29	26	16	35	25	22	19	23	27	31	24	18	27	23	45	20	34	14	44	48	17	37	32	38	42	58	46	41	56	30	29	32	39	25
23	15	22	13	14	20	23	23	17	15	14	8	14	18	17	4	10	19	9	25	17	23	8	3	9	9	17	19	18	21	12	24	23	28	28	17	27	27	26	13	5	1	4	1	9	5	1	10	3	21	22	23	19	17	15	19	19	20	16	14
22	14	26	14	17	17	19	22	16	17	20	10	23	22	16	4	12	20	9	29	15	22	13	4	10	10	18	19	18	24	13	23	23	25	29	18	26	27	25	13	5	2	3	1	11	5	4	12	2	21	25	27	25	16	22	24	20	23	17	17
22	28	17	20	28	20	28	24	34	27	21	16	23	29	21	19	21	23	15	42	26	37	26	57	29	36	32	30	18	39	24	24	19	24	29	31	22	22	31	25	44	20	38	14	39	46	17	43	34	40	39	61	46	37	54	29	37	30	42	27
21	26	18	19	28	19	27	23	34	28	21	17	25	29	25	19	21	23	14	39	26	38	26	56	29	34	30	33	17	37	23	26	25	26	30	31	24	24	30	22	46	19	41	15	43	47	16	42	33	39	36	59	47	36	53	32	36	29	45	28
21	26	18	19	29	20	27	23	30	28	19	17	26	31	25	19	21	22	15	39	26	39	27	55	29	35	30	36	18	37	24	27	24	28	29	31	25	24	31	21	47	19	41	14	45	47	17	44	31	39	37	59	49	33	54	31	35	29	42	28
