Category	Term	chr	str	end	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD
interaction	CGD_NeuN_hypo	chr5	171351296	171352639	1344	6	-29.8001040473448	0.9397	0.9619	0.773	0.959	0.9401	0.9628
interaction	CGD_NeuN_hypo	chr6	157379645	157380097	453	7	-29.7370662764574	0.9444	0.9372	0.6854	0.9067	0.9678	0.9698
interaction	CGD_NeuN_hypo	chr12	129345593	129345780	188	5	-29.7131287984176	0.9374	0.9488	0.6312	0.9234	0.903	0.8189
interaction	CGD_NeuN_hypo	chr1	46601388	46601650	263	5	-29.696897065971	0.3995	0.4382	0.1516	0.5959	0.8609	0.8546
interaction	CGD_NeuN_hypo	chr4	109709049	109709233	185	5	-29.6720793374416	0.9139	0.9441	0.6348	0.9283	0.8945	0.8139
interaction	CGD_NeuN_hypo	chr11	118471901	118472019	119	7	-29.662602712521	0.7251	0.9014	0.5144	0.936	0.9329	0.9346
interaction	CGD_NeuN_hypo	chr11	103338781	103339391	611	4	-29.6360712756655	0.9588	0.9581	0.7026	0.9491	0.9442	0.9039
interaction	CGD_NeuN_hypo	chr20	54211365	54212786	1422	5	-29.5961804042052	0.7136	0.8668	0.5184	0.9049	0.8881	0.8694
interaction	CGD_NeuN_hypo	chr1	112383864	112384414	551	6	-29.5917541925508	0.9447	0.9567	0.7021	0.9399	0.9406	0.9573
interaction	CGD_NeuN_hypo	chr4	180815158	180816124	967	5	-29.4939780336493	0.7987	0.8703	0.5906	0.9126	0.8173	0.7671
interaction	CGD_NeuN_hypo	chr1	79961203	79962468	1266	5	-29.4935723116942	0.8987	0.8319	0.6875	0.8348	0.8843	0.8381
interaction	CGD_NeuN_hypo	chr2	171015231	171015515	285	4	-29.4651811793075	0.9414	0.9628	0.4538	0.9259	0.8928	0.944
interaction	CGD_NeuN_hypo	chr3	158308649	158309072	424	4	-29.4518548139489	0.8529	0.8891	0.3929	0.9496	0.9599	0.9447
interaction	CGD_NeuN_hypo	chr5	177891052	177891154	103	7	-29.4387552549115	0.962	0.9537	0.7669	0.9528	0.9589	0.9699
interaction	CGD_NeuN_hypo	chr4	88396462	88397258	797	4	-29.3683832567245	0.8828	0.9224	0.541	0.9095	0.8441	0.7573
interaction	CGD_NeuN_hypo	chr6	3128448	3128796	349	7	-29.3407680861855	0.8443	0.9452	0.5752	0.9269	0.9044	0.8673
interaction	CGD_NeuN_hypo	chr14	89118785	89119249	465	4	-29.3059145145167	0.9207	0.9191	0.6023	0.8831	0.8618	0.8496
interaction	CGD_NeuN_hypo	chr20	58538805	58539831	1027	6	-29.3031199656767	0.893	0.9254	0.6892	0.8916	0.9314	0.8627
interaction	CGD_NeuN_hypo	chr3	134012384	134013457	1074	9	-29.2948983654443	0.9432	0.9432	0.6483	0.8368	0.9615	0.9375
interaction	CGD_NeuN_hypo	chr2	150906193	150906572	380	5	-29.2611798694367	0.4088	0.9516	0.1812	0.9621	0.4648	0.9035
interaction	CGD_NeuN_hypo	chr11	129861800	129862132	333	5	-29.2402635009795	0.942	0.9607	0.6666	0.9585	0.958	0.9461
interaction	CGD_NeuN_hypo	chr6	167286388	167286956	569	7	-29.2241005903156	0.6189	0.8567	0.3952	0.8567	0.5826	0.7827
interaction	CGD_NeuN_hypo	chr9	10504040	10505123	1084	8	-29.2172782624064	0.7467	0.839	0.6125	0.8873	0.8048	0.8687
interaction	CGD_NeuN_hypo	chr2	216849524	216851048	1525	6	-29.2126491341135	0.9197	0.9361	0.6792	0.9212	0.8049	0.7827
interaction	CGD_NeuN_hypo	chr1	247466840	247467130	291	6	-29.2089391568965	0.9482	0.9342	0.8067	0.9428	0.9183	0.931
interaction	CGD_NeuN_hypo	chr10	97818019	97818809	791	4	-29.2049671306543	0.9016	0.911	0.6817	0.9221	0.8497	0.8752
interaction	CGD_NeuN_hypo	chr16	23512458	23512586	129	5	-29.1896305053088	0.6241	0.823	0.2082	0.8171	0.4165	0.6655
interaction	CGD_NeuN_hypo	chr2	177691913	177692187	275	6	-29.1669667199313	0.8907	0.8932	0.7153	0.9346	0.8956	0.8532
interaction	CGD_NeuN_hypo	chr10	55442507	55442751	245	6	-29.1387472985577	0.5306	0.8932	0.3437	0.9325	0.653	0.7355
interaction	CGD_NeuN_hypo	chr1	199843575	199843997	423	7	-29.0637611433489	0.8189	0.9255	0.5962	0.9335	0.9593	0.9262
interaction	CGD_NeuN_hypo	chr22	46040958	46041167	210	6	-29.0040794698581	0.7613	0.6866	0.4465	0.5984	0.7154	0.6221
interaction	CGD_NeuN_hypo	chr17	39045287	39046099	813	5	-29.0014933355368	0.8568	0.875	0.6795	0.8739	0.905	0.9245
interaction	CGD_NeuN_hypo	chr18	2350661	2350874	214	4	-28.9259272661101	0.9655	0.8962	0.7283	0.9509	0.9284	0.8945
interaction	CGD_NeuN_hypo	chr2	80491155	80491883	729	5	-28.9191816487403	0.8232	0.8971	0.6567	0.9011	0.8206	0.8559
interaction	CGD_NeuN_hypo	chr7	49670216	49670343	128	5	-28.915945793938	0.8795	0.951	0.549	0.949	0.8929	0.954
interaction	CGD_NeuN_hypo	chr2	86075231	86075855	625	6	-28.8735498647394	0.7889	0.8616	0.5759	0.8465	0.8944	0.937
interaction	CGD_NeuN_hypo	chr10	34420416	34420482	67	5	-28.8602373372553	0.9453	0.9629	0.7086	0.9652	0.9104	0.9651
interaction	CGD_NeuN_hypo	chr7	24980477	24980595	119	6	-28.8505639897883	0.8059	0.9558	0.5396	0.9693	0.9654	0.9632
interaction	CGD_NeuN_hypo	chr2	99158634	99158723	90	4	-28.8423023878203	0.8721	0.9494	0.5064	0.9164	0.7879	0.8163
interaction	CGD_NeuN_hypo	chr5	4476305	4476693	389	4	-28.8422010359218	0.9295	0.8946	0.7708	0.9009	0.9646	0.9674
interaction	CGD_NeuN_hypo	chr12	114350943	114351158	216	8	-28.8349758945456	0.5628	0.5597	0.4539	0.636	0.5532	0.5675
interaction	CGD_NeuN_hypo	chr11	125289724	125289879	156	4	-28.8259509002788	0.8628	0.9389	0.5556	0.9592	0.8562	0.9126
interaction	CGD_NeuN_hypo	chr5	80644508	80644808	301	6	-28.8119423768623	0.9383	0.9595	0.776	0.9353	0.9622	0.9424
interaction	CGD_NeuN_hypo	chr7	156528757	156529186	430	6	-28.7945525557842	0.769	0.9299	0.4614	0.9148	0.9002	0.8006
interaction	CGD_NeuN_hypo	chr14	45005496	45006860	1365	6	-28.7888123001366	0.9182	0.9076	0.7589	0.9351	0.9288	0.9189
interaction	CGD_NeuN_hypo	chr12	71463390	71464260	871	5	-28.7753555203267	0.8606	0.8443	0.6796	0.8868	0.913	0.8296
interaction	CGD_NeuN_hypo	chr4	154355120	154356025	906	7	-28.6412357024252	0.9359	0.9127	0.8086	0.9363	0.9215	0.9172
interaction	CGD_NeuN_hypo	chr6	21714386	21714586	201	4	-28.5930457862675	0.9609	0.9745	0.6695	0.9592	0.9666	0.9691
interaction	CGD_NeuN_hypo	chr13	53004691	53004852	162	4	-28.5897876047354	0.8852	0.9707	0.5331	0.9583	0.9502	0.9727
interaction	CGD_NeuN_hypo	chr6	42625699	42626025	327	5	-28.5446144855984	0.7756	0.7124	0.4214	0.6406	0.9135	0.931
interaction	CGD_NeuN_hypo	chr6	14709933	14710405	473	5	-28.4664808261914	0.9447	0.9603	0.6547	0.9293	0.9561	0.9669
interaction	CGD_NeuN_hypo	chr2	225962627	225963377	751	5	-28.3883289198613	0.8841	0.9622	0.6772	0.952	0.8876	0.8987
interaction	CGD_NeuN_hypo	chr3	23994471	23994887	417	5	-28.3653857546117	0.5782	0.7856	0.4405	0.8529	0.9352	0.9635
interaction	CGD_NeuN_hypo	chr1	2117136	2117323	188	5	-28.3362253206968	0.7763	0.9487	0.3251	0.9275	0.7135	0.926
interaction	CGD_NeuN_hypo	chr9	72557798	72558237	440	5	-28.330622386269	0.7669	0.8976	0.5776	0.9186	0.6958	0.8779
interaction	CGD_NeuN_hypo	chr5	37198876	37199071	196	5	-28.3181231864993	0.9536	0.967	0.7368	0.9539	0.9696	0.9697
interaction	CGD_NeuN_hypo	chr12	56973068	56973396	329	7	-28.2561186720786	0.9648	0.9611	0.8105	0.9572	0.973	0.9575
interaction	CGD_NeuN_hypo	chr12	1446561	1447308	748	4	-28.2504782465772	0.8842	0.9432	0.6304	0.9629	0.912	0.7523
interaction	CGD_NeuN_hypo	chr6	149174197	149174883	687	5	-28.2291411691725	0.9106	0.8911	0.7698	0.9489	0.9644	0.9701
interaction	CGD_NeuN_hypo	chr17	78890951	78891209	259	7	-28.1865718963585	0.8483	0.9403	0.7003	0.9689	0.7953	0.958
interaction	CGD_NeuN_hypo	chr2	84471490	84471810	321	6	-28.1024377500174	0.6014	0.7236	0.4991	0.8752	0.7041	0.674
interaction	CGD_NeuN_hypo	chr10	69903660	69904326	667	5	-28.0989096112969	0.9484	0.9307	0.7102	0.935	0.966	0.9563
interaction	CGD_NeuN_hypo	chr2	115719893	115720821	929	5	-28.0654028745215	0.9139	0.9023	0.7435	0.9187	0.8835	0.9173
interaction	CGD_NeuN_hypo	chr10	122353567	122353784	218	5	-28.0240954035485	0.824	0.9445	0.4947	0.9122	0.8611	0.913
interaction	CGD_NeuN_hypo	chr4	159779594	159780026	433	5	-28.009614312449	0.7563	0.9564	0.4499	0.9637	0.8475	0.8901
interaction	CGD_NeuN_hypo	chr2	113056832	113057236	405	5	-27.9875406524292	0.9058	0.9652	0.6747	0.9592	0.8463	0.9057
interaction	CGD_NeuN_hypo	chr18	36630118	36630932	815	7	-27.9580291975725	0.8851	0.8999	0.723	0.9071	0.874	0.8757
interaction	CGD_NeuN_hypo	chr7	70999696	71000107	412	4	-27.9455514620203	0.8577	0.8207	0.6161	0.8221	0.9418	0.9548
interaction	CGD_NeuN_hypo	chr2	3455411	3456543	1133	4	-27.9455437331516	0.8071	0.7973	0.6362	0.947	0.9328	0.9558
interaction	CGD_NeuN_hypo	chr3	36101733	36102360	628	4	-27.9391113037459	0.9071	0.9184	0.5355	0.9093	0.8943	0.9425
interaction	CGD_NeuN_hypo	chr18	54669736	54670994	1259	5	-27.9252987985967	0.6722	0.5753	0.4372	0.5861	0.7637	0.6757
interaction	CGD_NeuN_hypo	chr14	104024796	104025181	386	6	-27.8899987664164	0.4938	0.7222	0.3828	0.8338	0.5268	0.7452
interaction	CGD_NeuN_hypo	chr9	111444139	111444459	321	5	-27.8835996973718	0.9486	0.9337	0.6886	0.9509	0.9068	0.9117
interaction	CGD_NeuN_hypo	chr10	29635366	29635517	152	5	-27.8778972352427	0.9504	0.935	0.7245	0.9627	0.9667	0.915
interaction	CGD_NeuN_hypo	chr17	68741157	68741511	355	5	-27.8648657446155	0.8593	0.8565	0.6188	0.8088	0.8982	0.8476
interaction	CGD_NeuN_hypo	chr3	80465366	80466911	1546	4	-27.8557351593404	0.9202	0.8275	0.6958	0.9343	0.9645	0.9306
interaction	CGD_NeuN_hypo	chr3	127330900	127331081	182	6	-27.8376267522217	0.9549	0.9562	0.7634	0.9448	0.8988	0.9434
interaction	CGD_NeuN_hypo	chr14	82088625	82089011	387	5	-27.7923021512775	0.8624	0.8963	0.6292	0.9343	0.9458	0.8651
interaction	CGD_NeuN_hypo	chr2	76944960	76945102	143	4	-27.7540213772533	0.9223	0.9478	0.7082	0.9426	0.8792	0.9402
interaction	CGD_NeuN_hypo	chr10	34594244	34594644	401	4	-27.7398872855754	0.8481	0.9401	0.536	0.9468	0.8956	0.8532
interaction	CGD_NeuN_hypo	chr11	103179411	103180131	721	5	-27.7097358083822	0.8402	0.9552	0.5896	0.9256	0.9678	0.9583
interaction	CGD_NeuN_hypo	chr9	113997382	113997907	526	4	-27.6819143939213	0.9202	0.9256	0.6641	0.9249	0.9631	0.9222
interaction	CGD_NeuN_hypo	chr1	9482584	9482950	367	7	-27.6533463687838	0.8095	0.924	0.5321	0.8864	0.6946	0.8863
interaction	CGD_NeuN_hypo	chr9	134562877	134563391	515	5	-27.6426609692853	0.9602	0.9419	0.7403	0.9534	0.9741	0.9654
interaction	CGD_NeuN_hypo	chr18	64028367	64028488	122	4	-27.6297563405456	0.9593	0.932	0.6576	0.9198	0.965	0.9579
interaction	CGD_NeuN_hypo	chr9	37300144	37302505	2362	6	-27.6272119220603	0.7948	0.8778	0.6117	0.845	0.9558	0.9135
interaction	CGD_NeuN_hypo	chr7	55583302	55583760	459	5	-27.6220865615213	0.7863	0.8641	0.304	0.8271	0.8494	0.9241
interaction	CGD_NeuN_hypo	chr16	14561680	14561964	285	5	-27.6131442834704	0.8902	0.8582	0.6986	0.8882	0.943	0.9373
interaction	CGD_NeuN_hypo	chr2	217454225	217454488	264	6	-27.5861954607997	0.9314	0.9447	0.7846	0.9459	0.9587	0.9458
interaction	CGD_NeuN_hypo	chr5	27663886	27664917	1032	4	-27.5834264735924	0.9009	0.912	0.7623	0.963	0.9461	0.9354
interaction	CGD_NeuN_hypo	chr16	3583012	3584099	1088	7	-27.563501523266	0.8509	0.9402	0.5484	0.9454	0.9104	0.9174
interaction	CGD_NeuN_hypo	chr4	73913030	73913730	701	4	-27.5322142573408	0.931	0.9241	0.7784	0.9553	0.9587	0.9538
interaction	CGD_NeuN_hypo	chr3	196009627	196010068	442	6	-27.5113970948765	0.8236	0.9512	0.5457	0.9517	0.8893	0.9407
interaction	CGD_NeuN_hypo	chr7	53823693	53824957	1265	5	-27.4839613239529	0.9277	0.9329	0.6068	0.8627	0.8514	0.9097
interaction	CGD_NeuN_hypo	chr18	20886339	20886549	211	6	-27.4565843187703	0.8828	0.9677	0.603	0.9341	0.848	0.9694
interaction	CGD_NeuN_hypo	chr1	245691354	245691746	393	5	-27.4478029528113	0.8715	0.8985	0.5146	0.9156	0.8503	0.9484
interaction	CGD_NeuN_hypo	chr20	55079438	55080116	679	5	-27.4415056674503	0.853	0.8856	0.5955	0.9008	0.7866	0.8878
interaction	CGD_NeuN_hypo	chr2	14879463	14879712	250	6	-27.3882893915127	0.8244	0.9383	0.5741	0.9251	0.751	0.9037
interaction	CGD_NeuN_hypo	chr4	25176906	25177090	185	4	-27.3783155057028	0.8465	0.9602	0.4361	0.9541	0.7197	0.8434
interaction	CGD_NeuN_hypo	chr10	73293773	73294173	401	6	-27.3714742218884	0.9643	0.9446	0.8281	0.9566	0.9825	0.9772
interaction	CGD_NeuN_hypo	chr6	117778712	117779148	437	4	-27.3415008213485	0.9092	0.9426	0.6804	0.9517	0.916	0.8909
interaction	CGD_NeuN_hypo	chr17	946827	948091	1265	6	-27.3410199487185	0.6233	0.7438	0.44	0.9023	0.9351	0.9737
interaction	CGD_NeuN_hypo	chr5	86935471	86936664	1194	5	-27.3329067772614	0.6491	0.9398	0.31	0.9282	0.664	0.9555
interaction	CGD_NeuN_hypo	chr10	102275412	102275809	398	4	-27.3030772150357	0.8743	0.9118	0.4368	0.8684	0.7129	0.8869
interaction	CGD_NeuN_hypo	chr8	67914989	67915260	272	7	-27.2782676118373	0.9381	0.9633	0.8113	0.9667	0.9596	0.9625
interaction	CGD_NeuN_hypo	chr9	126251114	126251587	474	5	-27.2641720900228	0.9524	0.9415	0.6466	0.932	0.94	0.8612
interaction	CGD_NeuN_hypo	chr20	33909114	33909862	749	5	-27.2614756042073	0.8976	0.958	0.6657	0.942	0.8906	0.957
interaction	CGD_NeuN_hypo	chr2	177629523	177629729	207	6	-27.2186873860773	0.6081	0.9503	0.3805	0.9469	0.546	0.9396
interaction	CGD_NeuN_hypo	chr3	189594097	189594914	818	6	-27.2104680608349	0.817	0.8967	0.627	0.8417	0.9504	0.9682
interaction	CGD_NeuN_hypo	chr13	110066038	110066304	267	5	-27.1718930359807	0.9228	0.9454	0.5834	0.9072	0.8481	0.9075
interaction	CGD_NeuN_hypo	chr3	65652730	65653110	381	4	-27.1642269174296	0.9254	0.9647	0.6305	0.9615	0.9596	0.9548
interaction	CGD_NeuN_hypo	chr6	150022976	150023085	110	5	-27.1571869464096	0.6229	0.8121	0.4035	0.8197	0.5491	0.7467
interaction	CGD_NeuN_hypo	chr14	77141000	77141248	249	6	-27.1424561475417	0.8441	0.9473	0.6004	0.9323	0.8454	0.9033
interaction	CGD_NeuN_hypo	chr10	29353306	29353721	416	5	-27.1369865063132	0.9278	0.9278	0.7392	0.9434	0.9629	0.9241
interaction	CGD_NeuN_hypo	chr10	3329278	3329583	306	6	-27.1246812472474	0.8742	0.9191	0.6882	0.9478	0.9328	0.9555
interaction	CGD_NeuN_hypo	chr17	17050952	17051692	741	6	-27.1017010448957	0.6733	0.9242	0.4562	0.9182	0.7459	0.8345
interaction	CGD_NeuN_hypo	chr8	130774123	130774936	814	4	-27.0989877305115	0.7934	0.8586	0.4748	0.8869	0.7319	0.8876
interaction	CGD_NeuN_hypo	chr12	77287805	77288187	383	5	-27.0600349798266	0.7689	0.9482	0.5391	0.9664	0.8502	0.9378
interaction	CGD_NeuN_hypo	chr5	142869413	142869719	307	5	-27.0569366944992	0.9011	0.9524	0.6755	0.9566	0.9156	0.9767
interaction	CGD_NeuN_hypo	chr16	49572315	49572905	591	5	-27.0536592997068	0.9557	0.9455	0.7085	0.938	0.9125	0.9067
interaction	CGD_NeuN_hypo	chr12	71616321	71616735	415	4	-27.0473475291375	0.9604	0.9143	0.7657	0.922	0.9487	0.9066
interaction	CGD_NeuN_hypo	chr10	14312554	14312787	234	5	-27.0289762384173	0.8385	0.9392	0.5861	0.9375	0.7992	0.8253
interaction	CGD_NeuN_hypo	chr4	187721751	187722200	450	5	-26.9937908811496	0.845	0.9486	0.4831	0.9293	0.9638	0.9337
interaction	CGD_NeuN_hypo	chr4	20360559	20360754	196	4	-26.9918551611916	0.8897	0.9567	0.6265	0.9512	0.9368	0.9374
interaction	CGD_NeuN_hypo	chr17	61354334	61354716	383	5	-26.9653051165275	0.914	0.8965	0.6109	0.9011	0.9075	0.9455
interaction	CGD_NeuN_hypo	chr6	107408276	107408546	271	7	-26.9576823383727	0.9657	0.9693	0.8002	0.9597	0.9752	0.9728
interaction	CGD_NeuN_hypo	chr12	118311796	118312505	710	5	-26.9525363657639	0.7408	0.773	0.5775	0.7285	0.6889	0.7207
interaction	CGD_NeuN_hypo	chr1	67202844	67203103	260	4	-26.9271358174563	0.9477	0.9519	0.6949	0.9495	0.9262	0.9617
interaction	CGD_NeuN_hypo	chr9	129924233	129924574	342	5	-26.9084818542685	0.7075	0.6402	0.3139	0.5649	0.877	0.736
interaction	CGD_NeuN_hypo	chr7	11338089	11338382	294	7	-26.8311653691348	0.7903	0.9341	0.6344	0.9332	0.873	0.9172
interaction	CGD_NeuN_hypo	chr16	17685871	17686179	309	7	-26.8123552373444	0.9179	0.9166	0.7677	0.9178	0.961	0.9586
interaction	CGD_NeuN_hypo	chr20	48520707	48521269	563	5	-26.8107990229294	0.8634	0.9284	0.5784	0.8399	0.8892	0.9342
interaction	CGD_NeuN_hypo	chr14	85799705	85800448	744	6	-26.798719480797	0.8874	0.9397	0.7165	0.9526	0.8764	0.8635
interaction	CGD_NeuN_hypo	chr15	46216894	46217840	947	5	-26.7643004471792	0.7229	0.8692	0.5009	0.8901	0.9068	0.8666
interaction	CGD_NeuN_hypo	chr14	39633207	39633469	263	6	-26.7612734329688	0.8298	0.9362	0.6841	0.9555	0.9533	0.9536
interaction	CGD_NeuN_hypo	chr10	130623484	130623740	257	5	-26.7337388446521	0.944	0.9464	0.626	0.7941	0.9538	0.944
interaction	CGD_NeuN_hypo	chr14	46792457	46794510	2054	6	-26.7254016744009	0.864	0.8388	0.7126	0.8624	0.915	0.8784
interaction	CGD_NeuN_hypo	chr12	130021928	130022252	325	5	-26.7087058803634	0.9326	0.8837	0.6867	0.903	0.961	0.926
interaction	CGD_NeuN_hypo	chr10	122935077	122935261	185	4	-26.7073149701614	0.9382	0.9501	0.6091	0.9352	0.9584	0.9676
interaction	CGD_NeuN_hypo	chr1	236451454	236451798	345	7	-26.6791708213638	0.9504	0.9309	0.3064	0.4821	0.8202	0.8091
interaction	CGD_NeuN_hypo	chr8	124619373	124619914	542	5	-26.6358024132475	0.8889	0.9237	0.671	0.8986	0.8954	0.8737
interaction	CGD_NeuN_hypo	chr21	46809373	46809544	172	5	-26.62889081524	0.8905	0.9114	0.5736	0.9104	0.852	0.8699
interaction	CGD_NeuN_hypo	chr5	38886456	38886620	165	5	-26.5935473333741	0.9132	0.9724	0.7221	0.9565	0.9621	0.9571
interaction	CGD_NeuN_hypo	chr2	176756067	176756271	205	4	-26.5733944271667	0.9649	0.9524	0.7288	0.9421	0.8825	0.8948
interaction	CGD_NeuN_hypo	chr3	54255109	54255322	214	6	-26.5523954310956	0.9423	0.9345	0.7618	0.9395	0.9486	0.9297
interaction	CGD_NeuN_hypo	chr1	45309495	45309655	161	7	-26.5401981735369	0.9205	0.9458	0.3625	0.882	0.8121	0.7878
interaction	CGD_NeuN_hypo	chr13	59937775	59938399	625	5	-26.5276321613862	0.6523	0.6062	0.3981	0.6009	0.5571	0.5361
interaction	CGD_NeuN_hypo	chr14	23619441	23619743	303	5	-26.487251560062	0.8884	0.9376	0.5606	0.9192	0.9425	0.9462
interaction	CGD_NeuN_hypo	chr18	51369886	51370012	127	4	-26.4533395754887	0.6973	0.9217	0.3013	0.8912	0.7028	0.7449
interaction	CGD_NeuN_hypo	chr10	6380393	6380704	312	6	-26.4247904509465	0.6023	0.9642	0.3811	0.9593	0.6008	0.9386
interaction	CGD_NeuN_hypo	chr6	16433885	16434130	246	7	-26.4072885377888	0.7745	0.9477	0.4173	0.8951	0.8553	0.9312
interaction	CGD_NeuN_hypo	chr2	141411952	141412409	458	4	-26.3984467169205	0.7653	0.8963	0.3537	0.813	0.7633	0.9058
interaction	CGD_NeuN_hypo	chr10	49516351	49516952	602	6	-26.3982156371034	0.7567	0.9121	0.5731	0.8926	0.6726	0.893
interaction	CGD_NeuN_hypo	chr13	108369632	108369895	264	5	-26.3341971843005	0.8941	0.9555	0.6496	0.9382	0.9531	0.9692
interaction	CGD_NeuN_hypo	chr4	159640082	159640593	512	4	-26.2949074094068	0.7201	0.7761	0.5568	0.9121	0.9005	0.9233
interaction	CGD_NeuN_hypo	chr1	84293638	84294376	739	4	-26.2763044523336	0.8405	0.7525	0.6067	0.7707	0.9609	0.8398
interaction	CGD_NeuN_hypo	chr11	7972709	7973887	1179	6	-26.2703875147761	0.8227	0.885	0.7174	0.9117	0.8986	0.8324
interaction	CGD_NeuN_hypo	chr17	17438833	17439251	419	6	-26.2651789711208	0.6382	0.7529	0.5012	0.8878	0.9459	0.9366
interaction	CGD_NeuN_hypo	chr10	85006969	85007976	1008	7	-26.2420387265639	0.6838	0.9204	0.48	0.919	0.6539	0.8948
interaction	CGD_NeuN_hypo	chr2	18566379	18566488	110	4	-26.2344476369166	0.9436	0.95	0.6543	0.9357	0.9601	0.9624
interaction	CGD_NeuN_hypo	chr9	131358624	131358790	167	6	-26.2223404009297	0.8244	0.9526	0.644	0.9745	0.8867	0.9475
interaction	CGD_NeuN_hypo	chr1	14589285	14589593	309	6	-26.1577368328982	0.9081	0.9214	0.7274	0.9336	0.9014	0.8786
interaction	CGD_NeuN_hypo	chr13	29561671	29564341	2671	6	-26.153889428555	0.7804	0.7966	0.6131	0.8324	0.7396	0.7939
interaction	CGD_NeuN_hypo	chr8	121346372	121347448	1077	5	-26.1204982788646	0.9274	0.8993	0.6788	0.8811	0.9316	0.9484
interaction	CGD_NeuN_hypo	chr21	45740437	45740590	154	5	-26.0938042733074	0.926	0.9385	0.6854	0.9411	0.9703	0.9236
interaction	CGD_NeuN_hypo	chr8	2069516	2070091	576	4	-26.0928020359601	0.8119	0.8755	0.5939	0.9262	0.8178	0.8387
interaction	CGD_NeuN_hypo	chr15	83251851	83252203	353	5	-26.079795567568	0.7623	0.9018	0.5963	0.9327	0.8999	0.9288
interaction	CGD_NeuN_hypo	chr18	76637555	76637812	258	6	-26.0443567134311	0.8543	0.9424	0.6493	0.9256	0.8607	0.8655
interaction	CGD_NeuN_hypo	chr1	80142000	80143501	1502	4	-26.0300855227609	0.9086	0.9291	0.6612	0.8882	0.9386	0.9037
interaction	CGD_NeuN_hypo	chr5	2337197	2337629	433	7	-26.0075966049483	0.9604	0.9542	0.8073	0.9504	0.9689	0.9548
interaction	CGD_NeuN_hypo	chr22	48852476	48852742	267	6	-25.9845536553436	0.5014	0.8582	0.3219	0.9165	0.9611	0.8432
interaction	CGD_NeuN_hypo	chr8	112612744	112613990	1247	4	-25.9805144675873	0.9089	0.9005	0.6278	0.8805	0.9431	0.855
interaction	CGD_NeuN_hypo	chr1	76077469	76078230	762	4	-25.9614004494515	0.8069	0.9382	0.5632	0.9136	0.877	0.8801
interaction	CGD_NeuN_hypo	chr18	19601313	19602112	800	8	-25.9481769356597	0.9412	0.9413	0.7098	0.863	0.8794	0.8561
interaction	CGD_NeuN_hypo	chr9	128275809	128276261	453	6	-25.9480853440601	0.5639	0.7136	0.4575	0.8979	0.9165	0.9427
interaction	CGD_NeuN_hypo	chr5	11998400	11998968	569	7	-25.9381524576742	0.8405	0.9629	0.5986	0.9635	0.9033	0.9513
interaction	CGD_NeuN_hypo	chr6	44304335	44304464	130	5	-25.8155594697122	0.8371	0.9365	0.6258	0.9445	0.8547	0.9607
interaction	CGD_NeuN_hypo	chr17	57090661	57091868	1208	6	-25.7865452048138	0.8131	0.9461	0.6624	0.9626	0.8508	0.9432
interaction	CGD_NeuN_hypo	chr3	194603032	194603337	306	4	-25.779305179426	0.8517	0.9521	0.6096	0.9714	0.8213	0.9121
interaction	CGD_NeuN_hypo	chr15	63649200	63650090	891	5	-25.7563581640083	0.8513	0.8726	0.6247	0.8158	0.8205	0.8755
interaction	CGD_NeuN_hypo	chr1	109313679	109316482	2804	6	-25.743255686124	0.9064	0.8877	0.7257	0.885	0.9102	0.8814
interaction	CGD_NeuN_hypo	chr9	101252353	101253362	1010	7	-25.6526987325631	0.7542	0.9119	0.5324	0.8775	0.743	0.81
interaction	CGD_NeuN_hypo	chr8	28958569	28958812	244	8	-25.606707114389	0.8992	0.9516	0.6461	0.9087	0.9462	0.7592
interaction	CGD_NeuN_hypo	chr13	63320384	63320581	198	4	-25.5840281204341	0.8907	0.8667	0.5221	0.8364	0.9377	0.9365
interaction	CGD_NeuN_hypo	chr9	13745276	13745639	364	5	-25.5809683924989	0.8935	0.9637	0.6723	0.9435	0.9578	0.9679
interaction	CGD_NeuN_hypo	chr16	85011544	85011797	254	5	-25.5435280604667	0.8707	0.8985	0.6618	0.9349	0.8068	0.8603
interaction	CGD_NeuN_hypo	chr1	57499361	57499720	360	7	-25.5405337771014	0.8729	0.9669	0.6418	0.8886	0.8838	0.9138
interaction	CGD_NeuN_hypo	chr12	59634824	59635812	989	4	-25.5214782564477	0.8332	0.8293	0.5928	0.9071	0.9181	0.7628
interaction	CGD_NeuN_hypo	chr2	106615320	106616272	953	5	-25.4929836307464	0.7506	0.9072	0.5237	0.8971	0.855	0.8147
interaction	CGD_NeuN_hypo	chr5	112152212	112152382	171	4	-25.4781482677765	0.9594	0.943	0.6617	0.9374	0.9341	0.9587
interaction	CGD_NeuN_hypo	chr7	77781122	77781247	126	4	-25.461168999841	0.8755	0.8012	0.5141	0.731	0.945	0.8792
interaction	CGD_NeuN_hypo	chr17	68887133	68887611	479	4	-25.4531127508092	0.966	0.9423	0.7563	0.9532	0.9308	0.9688
interaction	CGD_NeuN_hypo	chr20	37195404	37195763	360	4	-25.4279989430109	0.7502	0.9514	0.4005	0.9362	0.8091	0.8756
interaction	CGD_NeuN_hypo	chr10	110406243	110406752	510	4	-25.4176881130361	0.8734	0.8698	0.6909	0.8746	0.8565	0.8928
