chromosome	pos	Human_meth	Chimp_meth	Macaque_meth	stats_all	pval_all	fdr_all	stats_HvsC	pval_HvsC	fdr_HvsC	stats_MvsH	pval_MvsH	fdr_MvsH	stats_MvsC	pval_MvsC	fdr_MvsC
chr1	1477564	0.789	0.572	0.233	4.97579890974036	6.49790776296468e-07	3.42203612677719e-05	4.43353622198668	9.26999245678749e-06	0.000668709451480513	-5.44245252257832	5.25519695626868e-08	2.47978708931826e-06	-4.00296118467088	6.25545683325584e-05	0.00161697091595415	Macaque_hypo
chr1	1478134	0.921	0.688	0.959	3.52392773275498	0.000425200200907789	0.00744305537783093	3.17028337068799	0.00152290340961242	0.0413971223170519	1.20860849581624	0.226813290893605	0.627914161173943	3.24599805352901	0.00117039639701493	0.0181258223715944	Chimp_specific_hypo
chr1	1478629	0.831	0.57	0.961	3.87770165093751	0.000105447917759995	0.00241294414400827	3.22414925114324	0.00126347529813723	0.0359114166408839	2.44789279649437	0.0143694402713654	0.106890224982394	4.93144278083168	8.16244784350155e-07	3.92224829509953e-05	Chimp_specific_hypo
chr1	1478665	0.848	0.525	0.93	3.86970081606705	0.00010896899351	0.00247873346099768	4.11816373931861	3.81903314767006e-05	0.00218253515471391	0.533920541796187	0.593396509314603	0.89413812656187	3.72986850438834	0.000191579726794047	0.00412273391809677	Chimp_specific_hypo
chr1	1479231	0.785	0.225	0.926	5.17660503002195	2.25959870652536e-07	1.38622016113681e-05	4.98639232402324	6.15171651052557e-07	6.58370062325515e-05	0.47817728285656	0.632524029917987	0.909036062696392	5.0352778146466	4.7715629641674e-07	2.45719104236535e-05	Chimp_specific_hypo
chr1	1479239	0.54	0.114	0.887	5.72914132223972	1.00940276750943e-08	9.44513604898851e-07	4.50424551064789	6.6609165836956e-06	0.000505483454959312	3.86828317795168	0.000109604335249364	0.00200201950083249	6.79656907266387	1.07139950151034e-11	1.78832282459374e-09	Macaque_hyper
chr1	1479296	0.432	0.077	0.875	5.75963376888521	8.42966321329968e-09	8.07751370103564e-07	5.16655958828572	2.38442208018521e-07	2.89127297354653e-05	3.57538375028638	0.000349714546276206	0.00534978014401308	6.87327422475698	6.27447825520844e-12	1.10264413775105e-09	Macaque_hyper
chr1	1479297	0.495	0.071	0.882	5.72306851092453	1.04617051840371e-08	9.74169874950822e-07	4.89544864345406	9.80817047014686e-07	9.84621313882691e-05	4.43094706452322	9.38201206622297e-06	0.000240527602648032	6.33756253829524	2.33428473399717e-10	2.86680853214376e-08	Macaque_hyper
chr1	1479326	0.583	0.032	0.769	7.00815819416558	2.41475695896431e-12	5.92262870490644e-10	7.29110807716353	3.07416026477657e-13	1.48541308492848e-10	2.43126311116552	0.0150462837549298	0.110650515801323	8.35887650894761	6.331834729976e-17	2.94076608132027e-14	Chimp_specific_hypo
chr1	1479327	0.686	0.122	0.857	5.79703339529547	6.74982542032422e-09	6.65511832049387e-07	6.47664156238384	9.37866259674733e-11	2.71804680778962e-08	2.07786575071742	0.0377217258107912	0.215250914293301	6.09608924208773	1.08694748276969e-09	1.13757709542619e-07	Chimp_specific_hypo
chr1	1479392	0.54	0.146	0.788	5.29700692438464	1.17716233054991e-07	7.9181182084337e-06	5.26182043309615	1.42636037208536e-07	1.8456678599607e-05	2.69480975934879	0.00704288294580448	0.0618530856023315	4.96770694651163	6.77492418634524e-07	3.33476273460476e-05	Chimp_specific_hypo
chr1	1479393	0.687	0.281	0.74	5.19935665180127	1.99979483901481e-07	1.2477320024417e-05	5.95350271138316	2.62463505416241e-09	5.40480482067518e-07	1.20915679778579	0.226602611777161	0.627635356337843	4.8415259445215	1.28845849099147e-06	5.83330461019253e-05	Chimp_specific_hypo
chr1	1479452	0.829	0.31	0.751	5.64598938175079	1.64233982197978e-08	1.44198476315932e-06	7.26226613309318	3.80658301156577e-13	1.80610854227695e-10	0.0186893133392896	0.985088953487276	0.997486366210511	3.71918767537765	0.000199864512769684	0.00427033399833203	Chimp_specific_hypo
chr1	1479527	0.963	0.603	0.754	3.79305004558463	0.000148808151052826	0.0031951260394533	5.02887233519043	4.93372724286383e-07	5.43862793900284e-05	-2.82720867628345	0.00469557181455487	0.0449769953827115	0.725124301526149	0.468375777074379	0.885072982845805	Human_specific_hyper
chr1	1480273	0.494	0.496	0.973	4.73126615662316	2.23123745079023e-06	9.75148623191071e-05	0.391688231338404	0.695288586674932	0.980439981212771	5.74464570069078	9.21136511478249e-09	5.22749325199248e-07	4.98785121030054	6.10545603316347e-07	3.04546244384496e-05	Macaque_hyper
chr1	1480326	0.717	0.777	0.968	2.87661517348086	0.00401965475370085	0.0431176191881839	-0.900572556650076	0.367815631443572	0.903483327146205	3.18632179608924	0.00144094226829097	0.0173517658020459	3.57084883824708	0.000355826213907793	0.00687859225935272	Macaque_hyper
chr1	1484073	0.48	0.85	0.77	3.46857975292436	0.000523217202874864	0.00878329571430477	-4.20915403082317	2.56328607174385e-05	0.00156759579026536	4.14581146895672	3.38612360123569e-05	0.000731039259786934	-0.2733015444887	0.784621428182596	0.974559232006213	Human_specific_hypo
chr1	1484509	0.575	0.718	0.951	4.76675388649839	1.87217771715563e-06	8.40191774668125e-05	-1.63789957239069	0.101442645195	0.606146179122781	6.98738102875756	2.80064883428181e-12	3.41120628100557e-10	3.69843906871344	0.000216929408850793	0.00457132933381306	Macaque_hyper
chr1	1486009	0.344	0.698	0.968	5.02980699860353	4.90973794905272e-07	2.69352170037424e-05	-3.13402874779637	0.0017242396269478	0.0454649807389343	6.37412512191049	1.84010320454998e-10	1.53714839303997e-08	2.30428277866974	0.0212067750333931	0.167615969276972	Human_specific_hypo
chr1	1486010	0.346	0.807	1.0	6.64713851458653	2.98845772977508e-11	5.60124458698754e-09	-6.48035526873208	9.15068947211661e-11	2.65891196990783e-08	7.84405371007054	4.36230380158337e-15	9.03072605741089e-13	2.03651216701111	0.0416989526048256	0.267288382299762	Human_specific_hypo
chr1	1486042	0.358	0.735	0.945	4.42886461864189	9.47304604183753e-06	0.000328728437132693	-4.53687996110586	5.70925810111925e-06	0.00044366765435004	4.89846292675686	9.65892578982777e-07	3.28479649676945e-05	1.06141297305498	0.28850226376824	0.761772221789804	Human_specific_hypo
chr1	1486043	0.229	0.887	0.982	7.04515895087371	1.8524991325443e-12	4.67249129014811e-10	-7.46624280063602	8.25170259739173e-14	4.45455995005674e-11	6.94662790115274	3.74120752465126e-12	4.44115137411931e-10	1.4919925052321	0.135701110131849	0.543070482009149	Human_specific_hypo
chr1	1486095	0.311	0.874	0.931	6.38625533662456	1.69997065655211e-10	2.61526059898487e-08	-7.17581482212472	7.18777897836123e-13	3.23459545767137e-10	7.29169188091909	3.06086552592014e-13	4.50508680085943e-11	0.0114143160275959	0.990892891225608	0.999204866065993	Human_specific_hypo
chr1	1486096	0.31	0.931	0.823	6.14894157049923	7.80017047430104e-10	1.0038703249381e-07	-7.58181416450562	3.40756133467571e-14	1.97499079023321e-11	5.40360790971575	6.53136324349724e-08	3.00971913534881e-06	-0.196702842153647	0.844060085832169	0.983397881767719	Human_specific_hypo
chr1	1486138	0.289	0.8	0.95	5.43279589122286	5.54778532761154e-08	4.13824361736138e-06	-5.29126620868416	1.21472400778071e-07	1.60449223131375e-05	6.8448893812842	7.65349881882733e-12	8.53257805219326e-10	1.78608180081057	0.0740860143995093	0.385607965679787	Human_specific_hypo
chr1	1486168	0.432	0.885	0.878	4.79597930417952	1.61881994532126e-06	7.43321196941025e-05	-5.19592797738457	2.0370111802426e-07	2.52120824456322e-05	5.66290205927851	1.48834117943117e-08	8.02875475875086e-07	1.48838238739135	0.136650078713541	0.54502227822377	Human_specific_hypo
chr1	1486781	0.191	0.199	0.778	4.74244201218113	2.11157281161941e-06	9.3081265877639e-05	-0.140370905245293	0.888366944477755	0.994965497483421	5.22200858344238	1.76992763164738e-07	7.31269973643793e-06	6.68137257386149	2.36714557787516e-11	3.6552669095328e-09	Macaque_hyper
chr1	1487422	0.85	0.802	0.32	4.69362024732936	2.68412095434928e-06	0.000113964033969324	0.46788310687997	0.639868184732061	0.973684944148664	-5.25536104301063	1.47734362769764e-07	6.22781349352905e-06	-4.69024777429729	2.72874411831634e-06	0.000111676383294793	Macaque_hypo
chr1	1487524	0.98	0.954	0.488	5.34952763256724	8.81840964155636e-08	6.17186145545914e-06	0.555778273701505	0.578362439694745	0.964381383069077	-7.02799050688613	2.09529149166157e-12	2.61974158238557e-10	-5.16740505771287	2.37366473676928e-07	1.33591089510374e-05	Macaque_hypo
chr1	1487531	0.96	0.965	0.35	5.1205726198386	3.04609284812559e-07	1.79083406783518e-05	0.641718929711825	0.521055696041757	0.952958422563252	-5.56861237668538	2.56775999954947e-08	1.30925437392011e-06	-5.1076521487946	3.2618642394563e-07	1.76388901842867e-05	Macaque_hypo
chr1	1487538	0.986	0.922	0.525	3.14327351821669	0.00167069646950674	0.0219433970281476	0.741105701240162	0.458629353054763	0.936874601601817	-4.14189075573866	3.4445441114292e-05	0.000741812894770297	-3.38375388412825	0.000715020663423367	0.0121699151638841	Macaque_hypo
chr1	1487539	0.945	0.944	0.544	4.63462567138993	3.57583947627924e-06	0.000145146952918127	0.0632858182539723	0.949538908519235	0.997953041056887	-5.03716625254618	4.72474384204413e-07	1.7463530762105e-05	-5.52006284826829	3.38878437015773e-08	2.4120329031186e-06	Macaque_hypo
chr1	1487582	0.844	0.853	0.398	3.02026198153942	0.00252556126251223	0.0302122932797422	0.309721759986516	0.756772553850854	0.986240285855061	-3.16609267471819	0.00154501561394942	0.0183701396081049	-3.42218578413035	0.000621198518254137	0.0108524884234495	Macaque_hypo
chr1	1488838	0.634	0.923	0.901	4.20983226767915	2.55560346093039e-05	0.000751353482336824	-5.60501592162699	2.08235821561355e-08	3.39929758434917e-06	3.73815018636632	0.000185379200944156	0.00313067179374463	-1.32898588302266	0.183852627362632	0.630742570069209	Human_specific_hypo
chr1	1488839	0.663	0.95	0.933	3.94041833815911	8.13396370989725e-05	0.00195195977732331	-4.03188438750343	5.53314065312257e-05	0.00296675041301176	4.92282165573752	8.53051890813685e-07	2.94416922238015e-05	0.154064617410855	0.877558786359317	0.987631702849069	Human_specific_hypo
chr1	1489957	0.568	0.913	1.0	5.35540484127382	8.53650645134936e-08	6.00112110763295e-06	-5.52517215620667	3.29162686734858e-08	5.09271135864455e-06	6.65433498306348	2.84583844669796e-11	2.82315378737833e-09	2.07223007941961	0.0382439895180657	0.25227369267356	Human_specific_hypo
chr1	1490111	0.392	0.934	1.0	6.43743416853324	1.2150999530423e-10	1.94336154401611e-08	-6.76757212389364	1.30961371753007e-11	4.56453868805295e-09	7.90202916692337	2.74399185212621e-15	5.88939855325232e-13	1.08854395794238	0.276355041835074	0.749645219047349	Human_specific_hypo
chr1	1490231	0.511	0.784	0.923	4.95111559678287	7.37892545263108e-07	3.81339856346186e-05	-3.37398575980502	0.000740882002839434	0.0238057429298349	6.72985994846223	1.69826469307063e-11	1.76521217066367e-09	2.22758063491478	0.0259084932029857	0.193037835640228	Human_specific_hypo
chr1	1490281	0.257	0.41	0.885	6.57902223078809	4.73551973345525e-11	8.4235386823716e-09	-1.79040462981422	0.0733888865732104	0.523659332644264	9.70221225125118	2.95031097643031e-22	1.92518514826773e-19	5.32009807812654	1.03711326411017e-07	6.46303371628066e-06	Macaque_hyper
chr1	1490358	0.126	0.097	0.978	5.85071011273276	4.8947868715661e-09	5.03111011275218e-07	0.228816392027508	0.819011625763918	0.990894824039668	7.28873326644373	3.1288279704955e-13	4.59599381088916e-11	5.72973731521521	1.0058627700454e-08	8.23897266714992e-07	Macaque_hyper
chr1	1490359	0.144	0.112	0.962	7.43491405292659	1.04635973652883e-13	3.51768412472141e-11	-0.128105992723679	0.898065093619883	0.995481826435089	9.59768197308641	8.17624897980018e-22	5.00887027232811e-19	8.12231451225826	4.57376204767082e-16	1.81577732243216e-13	Macaque_hyper
chr1	1490384	0.041	0.059	0.819	5.66870322873005	1.43882335330441e-08	1.28558856567293e-06	-0.835018949748924	0.403707038992034	0.918366933614058	6.98466830167883	2.85529770445726e-12	3.47148829791236e-10	5.38903865402095	7.08355707771634e-08	4.62117098171476e-06	Macaque_hyper
chr1	1490385	0.058	0.044	0.887	8.36858347638442	5.83149859310612e-17	3.82845757985167e-14	0.146365538007457	0.883632830976442	0.99469362145562	10.4225624460788	1.95610709554378e-25	1.98896965587556e-22	8.56006176296023	1.12807071795861e-17	5.98547619801256e-15	Macaque_hyper
chr1	1490439	0.173	0.066	0.911	7.06859394637895	1.56511377901905e-12	4.01723895087517e-10	1.29142459444407	0.196556486888495	0.773895465054826	9.16231131108283	5.0797452585631e-20	2.39336130631109e-17	6.17737689434555	6.51753584690607e-10	7.19144558180483e-08	Macaque_hyper
chr1	1490636	0.427	0.331	0.991	4.91620665573828	8.82372525997842e-07	4.43911659932051e-05	0.312768219596333	0.754456761935756	0.986019395888641	6.64080440091664	3.1197581942443e-11	3.06938944174276e-09	4.73831247688696	2.15505324946744e-06	9.10397455281323e-05	Macaque_hyper
chr1	1490637	0.421	0.38	0.944	3.8756816755696	0.000106326612697942	0.00242944930884478	1.04712075323299	0.295043888781406	0.863285823926944	4.66154436695491	3.13845392097652e-06	9.24648927514857e-05	3.61877985420095	0.000295995296681829	0.00591210461828312	Macaque_hyper
chr1	1497533	0.689	0.908	0.946	3.36538346564934	0.000764373477815249	0.0118756784972668	-3.40198760352328	0.000668976722102987	0.0219918280734935	4.12217580598932	3.75310589926074e-05	0.000798828768594438	0.612985888400597	0.539885670566653	0.914437932634154	Human_specific_hypo
chr1	1498384	0.716	0.984	0.794	3.65035150626191	0.000261881675690403	0.0050450978770798	-4.82783268706717	1.38026980277706e-06	0.000131996167641467	0.213634082926844	0.830832418598062	0.966432234210771	-3.08903232625386	0.002008095880343	0.0279185136557887	Chimp_specific_hyper
chr1	1499749	0.548	0.719	0.962	4.5631477605191	5.03923222363817e-06	0.000193670294658769	-2.53523965263903	0.0112370421267767	0.17427202340054	6.68577356373846	2.29707976965985e-11	2.32352663581756e-09	3.30262846992819	0.000957832013736486	0.0154204733603359	Macaque_hyper
chr1	1501955	0.867	0.894	0.654	2.9573802382631	0.00310265249909038	0.0353840481032264	-0.660016347436896	0.509243338797697	0.95024936841555	-3.71066414565424	0.000206716207012561	0.00343297066782763	-3.76839671093889	0.000164299443565019	0.00362873206729672	Macaque_hypo
chr1	1502607	0.678	0.619	0.964	3.41576539850254	0.000636030168409484	0.0102620563571601	-0.088731309197316	0.929295449525222	0.996991782468422	3.87138863418146	0.000108217096568647	0.0019802008562964	4.01917811198803	5.84015100878482e-05	0.00152671752008885	Macaque_hyper
chr1	1503210	0.841	0.815	0.424	3.06546400371534	0.00217332536836346	0.0269169786237984	-0.239828565175564	0.810463161310603	0.99029440076579	-4.42339364327651	9.71624740636291e-06	0.000247980626935398	-2.96597860470437	0.00301721478630246	0.0384831125057866	Macaque_hypo
chr1	1503401	0.205	0.269	0.477	3.03716624111928	0.00238813709064711	0.0289428076232131	-1.45794638628882	0.144855321473833	0.697885495951184	4.03015902059673	5.573913149346e-05	0.0011217120255489	3.46523814965845	0.000529762134330697	0.00952953397484666	Macaque_hyper
chr1	1505739	0.872	0.58	0.615	3.18062989028929	0.00146955243590135	0.0198626888952102	3.99268954281302	6.53280760727652e-05	0.00340283819698531	-3.24134675515728	0.00118966377828188	0.0148216239221462	0.440596902552356	0.659504845642105	0.949612078808233	Human_specific_hyper
chr1	1506122	0.914	0.931	0.67	3.51683302600713	0.000436728419155319	0.00760443820936481	-0.59958486108656	0.548782938951032	0.958893143224717	-3.5515846412916	0.000382918810907894	0.00577348722317285	-4.57010770299493	4.87473625439102e-06	0.000184053767743407	Macaque_hypo
chr1	1532750	0.176	0.18	0.499	3.55781973254018	0.000373945792051937	0.00671801636212405	-0.290816339601802	0.771191788005551	0.987426060854138	3.46035275854415	0.000539468170956736	0.00769361959259392	3.57216441850558	0.000354043008019201	0.00685048765576351	Macaque_hyper
chr1	1533153	0.793	0.814	0.264	4.50226035140754	6.72345481204652e-06	0.000246507148087959	0.0104373916514735	0.991672317548278	0.999689215741219	-4.50658921420959	6.58779941432325e-06	0.000176811021710701	-6.16292511447701	7.14132849890059e-10	7.80233808718722e-08	Macaque_hypo
chr1	1533241	0.816	0.899	0.206	6.38767216029855	1.6842994122415e-10	2.59372528513079e-08	-1.69196630389806	0.0906523985650425	0.577035964508903	-5.6959992050726	1.22651448244206e-08	6.75490279507432e-07	-7.93853288020964	2.04586689258801e-15	7.20867419906623e-13	Macaque_hypo
chr1	1533247	0.768	0.84	0.223	4.9582270213801	7.11394061238147e-07	3.69673046180182e-05	-0.403453381821228	0.686614722978696	0.979493217302719	-4.81597712582318	1.46481304184569e-06	4.73755893469146e-05	-6.86320337479295	6.73332574108758e-12	1.17566794822464e-09	Macaque_hypo
chr1	1545521	0.465	0.738	0.422	3.75148097866945	0.000175793092104069	0.00365672530161144	-3.61683274807492	0.000298229866762721	0.011642221661653	-1.13199356758306	0.257637138736064	0.665380827943294	-4.00398515159388	6.22842756497674e-05	0.00161111554987154	Chimp_specific_hyper
chr1	1545894	0.952	0.94	0.23	6.73812447250796	1.60444099472997e-11	3.21939920244887e-09	-1.09539111200883	0.273345326275964	0.84771983498003	-8.22875771312702	1.89164956316343e-16	4.96457948079521e-14	-6.86557971270815	6.62217741354166e-12	1.1578612325007e-09	Macaque_hypo
chr1	1545895	0.929	0.988	0.291	7.84667939575293	4.27197500260055e-15	1.93337069885063e-12	-3.12830154950437	0.00175819695984606	0.0461442845421951	-8.13304998037387	4.18621927538742e-16	1.03673513580555e-13	-8.26739789193841	1.36914416281681e-16	5.99046642570482e-14	Macaque_hypo
chr1	1546058	0.832	0.942	0.649	3.22700090327605	0.00125095065260823	0.0175096439963911	-3.792354397711	0.000149225746330723	0.00666906147150694	-1.4971952282043	0.134342466649239	0.480187856466056	-3.7148274056593	0.000203342436436039	0.0043317643932795	Chimp_specific_hyper
chr1	1550089	0.039	0.081	0.37	4.24530701098162	2.1829432389307e-05	0.000659092423896331	-1.33561621311535	0.181674748038301	0.754762481199053	5.64520972331864	1.64980010727453e-08	8.80362116346226e-07	3.45597117025568	0.00054831396315593	0.00980276611660986	Macaque_hyper
chr1	1550118	0.006	0.032	0.244	3.43156326873894	0.000600113129127719	0.00979807653849626	-1.23420388369629	0.2171269406215	0.797002851705581	4.32120732918667	1.55177778675627e-05	0.00037230278709582	3.23754295331068	0.00120563788722827	0.0185634409492099	Macaque_hyper
chr1	1552796	0.943	0.966	0.471	4.78546333336855	1.70593329157864e-06	7.76884776196173e-05	0.350639058566121	0.72585915019761	0.983479657952527	-4.80549027217262	1.54372744387098e-06	4.9617213172634e-05	-6.46175859762518	1.03493107767988e-10	1.38120771836921e-08	Macaque_hypo
chr1	1552797	0.941	0.964	0.471	5.54358100621646	2.9634747810336e-08	2.40789114500327e-06	-0.327048069090398	0.743631528617483	0.985103545367417	-5.17064891635858	2.33282485332262e-07	9.34320088215481e-06	-6.43898318324056	1.20276524352315e-10	1.57984510041414e-08	Macaque_hypo
chr1	1552883	0.971	0.919	0.594	5.51111836601355	3.56560828881766e-08	2.82580994615137e-06	0.610217871332371	0.541717492789843	0.957469376977589	-6.98592264091782	2.82989983179659e-12	3.44375992641954e-10	-5.11318171469165	3.16777299462898e-07	1.71903093591481e-05	Macaque_hypo
chr1	1552884	0.96	0.918	0.569	5.47292792527648	4.42660181733601e-08	3.40635831091424e-06	-1.07814653279592	0.280968368253228	0.853465673706108	-6.99385878827212	2.67426737361888e-12	3.27215077831658e-10	-5.35701565167786	8.46077938140803e-08	5.40290980484914e-06	Macaque_hypo
chr1	1552961	0.942	0.83	0.365	6.62266235479033	3.52786236020903e-11	6.49460001611168e-09	0.654531250369741	0.512769600501468	0.951068315666652	-7.97082809198319	1.57614631703011e-15	3.53361306483719e-13	-5.93354418033516	2.96464175534532e-09	2.78494935182118e-07	Macaque_hypo
chr1	1552962	0.905	0.927	0.386	5.29254136043681	1.20628176092292e-07	8.08327741270255e-06	0.111408154674836	0.911292693823285	0.996106325318558	-6.2591766803289	3.87015213199633e-10	3.0130750407511e-08	-5.46586302356972	4.6065997200144e-08	3.16629648097428e-06	Macaque_hypo
chr1	1553104	0.919	0.971	0.696	3.66935364167161	0.000243164504962603	0.00475292428038334	-1.63738815033086	0.10154939258001	0.60641879676516	-3.46072138534473	0.00053873006283002	0.00768458172535041	-4.64290269361616	3.43548173290945e-06	0.000136196882426475	Macaque_hypo
chr1	1562552	0.991	0.954	0.647	3.16727595830137	0.00153874224862911	0.0205871299923287	1.36131616598084	0.173413796383806	0.743255887425791	-3.91146141235782	9.17393153346671e-05	0.00171918604666226	-3.33386993558253	0.000856466965123748	0.0140848135496496	Macaque_hypo
chr1	1572344	0.592	0.936	0.957	3.89025512308965	0.000100138885082873	0.00231347617077816	-3.32220415765231	0.000893093221124026	0.0275234050077453	4.87922831240371	1.06501720829829e-06	3.58003067084738e-05	1.04638769930345	0.295382069599528	0.76834799258574	Human_specific_hypo
chr1	1576635	0.39	0.944	0.985	3.93722929511603	8.24278365306538e-05	0.00197342297650759	-3.91661211612847	8.98020618910428e-05	0.00441254241301577	3.55323865105771	0.000380519087461513	0.00574282215276203	-0.545051506475714	0.585718093608185	0.929692044287972	Human_specific_hypo
chr1	1576726	0.932	0.957	0.565	3.79249520186255	0.000149141133075529	0.00320067728717274	-1.04539520552478	0.295840351698116	0.863808355343492	-3.7559166695815	0.000172708157014301	0.00294809456772678	-4.65939893859276	3.17134049207151e-06	0.000127119395622166	Macaque_hypo
chr1	1576794	0.973	0.952	0.501	4.19363547912943	2.74518995665345e-05	0.000797301927451756	0.612419720381544	0.540260097681217	0.957164719132161	-4.65819919294832	3.18987483991421e-06	9.37951946963792e-05	-4.1575390783681	3.21694259110395e-05	0.000922648752109583	Macaque_hypo
chr1	1576818	0.948	0.925	0.41	5.66221535650296	1.49431120207313e-08	1.32863560994914e-06	-0.0639879307120988	0.948979837009727	0.997917319065265	-6.5167907497987	7.18275133119063e-11	6.54307500586848e-09	-5.56543783889357	2.61494989328584e-08	1.91963033452467e-06	Macaque_hypo
chr1	1576819	0.935	0.895	0.387	4.66888085863445	3.0284493228237e-06	0.000126156018426969	0.0689939978143299	0.944994397166384	0.997713498338347	-5.82635229932682	5.66519596148801e-09	3.37991926093773e-07	-4.5827345963406	4.58934377489674e-06	0.000174704812097027	Macaque_hypo
chr1	1580303	0.922	0.946	0.096	5.5859459240394	2.3243155785001e-08	1.95154934587949e-06	-0.447264291333805	0.654684246281906	0.975692407023082	-6.88502245193081	5.77784215618077e-12	6.6059341164385e-10	-5.58232585889449	2.37323189767906e-08	1.76195439509911e-06	Macaque_hypo
chr1	1580309	0.957	0.946	0.21	4.96796373381202	6.7659612022473e-07	3.54184436194545e-05	-0.218557487580182	0.826994772112904	0.991371354881913	-6.30766529473723	2.83275981151501e-10	2.27154315063661e-08	-5.10939385071674	3.23194006684437e-07	1.74937120006987e-05	Macaque_hypo
chr1	1580311	0.896	0.946	0.313	4.92023953752615	8.64383589860679e-07	4.3630952341524e-05	-0.708869521317432	0.478405450529032	0.942480101387955	-5.9738380601812	2.31735842070536e-09	1.5146428288267e-07	-4.44464906941515	8.8035449159503e-06	0.000305905406430989	Macaque_hypo
chr1	1580407	0.764	0.991	0.02	6.78923459505083	1.12730006066615e-11	2.35140284057998e-09	-3.60776683159488	0.000308843849333117	0.0119731303677228	-6.4998311397317	8.04102175815682e-11	7.25125830376913e-09	-7.17368707883003	7.30043743222149e-13	1.56212797942637e-10	Macaque_hypo
chr1	1580456	0.535	0.926	0.059	6.42612742239885	1.30895692484008e-10	2.07543589033218e-08	-4.28639799151888	1.81593530271537e-05	0.00117682691349119	-3.79287462539478	0.000148913351387864	0.00260014144134035	-8.29918346635664	1.04829376234525e-16	4.6900193341329e-14	Macaque_hypo
chr1	1580459	0.423	0.976	0.066	6.16033028567751	7.25933769233971e-10	9.42540085712905e-08	-5.8578745069109	4.68828697252543e-09	9.06327680109607e-07	-1.78103720015668	0.0749063737585477	0.339434805923063	-8.52016027181811	1.59332675736563e-17	8.21761587682703e-15	Chimp_specific_hyper
chr1	1580671	0.77	0.986	0.043	8.15773910885596	3.41353842503783e-16	1.92946299891363e-13	-3.82282793523783	0.000131929844983782	0.00603437618646869	-8.63378541331022	5.93543000828963e-18	2.00633238965674e-15	-9.58501793932206	9.24415783124142e-22	9.59292253533447e-19	Macaque_hypo
chr1	1580673	0.716	1.0	0.017	8.55996205674762	1.12904673622119e-17	8.45220238019688e-15	-5.16925526169074	2.3502869675559e-07	2.85601309673141e-05	-7.72176889613934	1.14726267969075e-14	2.20151612616056e-12	-10.7675555036138	4.89833961220327e-27	1.10480252347899e-23	Macaque_hypo
chr1	1580799	0.968	0.968	0.446	4.43917295331109	9.03052266753146e-06	0.000315835982435382	0.0167882562950894	0.986605538697186	0.999453422854057	-5.62607092766571	1.84360565658413e-08	9.72797561748111e-07	-4.48171522214054	7.40455078478552e-06	0.000263634259724088	Macaque_hypo
chr1	1580807	0.891	0.98	0.306	4.95005360600283	7.41930432537687e-07	3.83124779370378e-05	-1.43388059173921	0.151606341280676	0.709492184033695	-4.67506484564865	2.93860751461721e-06	8.72887985272613e-05	-6.19949465715214	5.66447402139566e-10	6.34604469525734e-08	Macaque_hypo
chr1	1580831	0.969	1.0	0.444	4.07825081012874	4.53758015327578e-05	0.00120820264896681	-0.300036013563238	0.764149685502075	0.986835742205198	-5.07281585809313	3.91971762221283e-07	1.48011450213873e-05	-4.72490286455161	2.30225375793202e-06	9.63974217488386e-05	Macaque_hypo
chr1	1580841	0.968	0.958	0.422	3.38168468522237	0.000720427869054674	0.0113311146170232	0.860650781694811	0.389430408277103	0.91273596623989	-4.95382209346097	7.2769744116198e-07	2.55824217667827e-05	-3.14722092933043	0.00164830366678158	0.0238430256343946	Macaque_hypo
chr1	1580863	0.932	1.0	0.682	2.93818507113295	0.00330139881499268	0.0371036885500294	-0.520545643541306	0.602683323683041	0.968293946127253	-3.19724649801052	0.001387463054575	0.0168223506685392	-3.7929557551245	0.000148864688796777	0.00334313124300667	Macaque_hypo
chr1	1581890	0.887	0.889	0.536	3.86215438249648	0.000112391502797918	0.00254232180015586	-0.480199495056359	0.631085545861345	0.972479827551665	-5.08285007310991	3.71813179884044e-07	1.41231028564818e-05	-4.58445637890713	4.55169094894578e-06	0.000173470221757983	Macaque_hypo
chr1	1583433	0.681	0.938	0.92	4.75684026946819	1.96646643343449e-06	8.7580028745573e-05	-5.24519277297814	1.56119006731879e-07	1.99755579207105e-05	4.10880727610503	3.97707786765153e-05	0.000839585590930283	-0.404984220658558	0.685489109736985	0.95562127452001	Human_specific_hypo
chr1	1589750	0.371	0.543	0.865	4.35930688983251	1.30475031913376e-05	0.000429508040554986	-1.67166133095668	0.0945911234121861	0.588016996336145	5.31902713888213	1.04323575175508e-07	4.56811827775876e-06	4.06190893098577	4.86730658528834e-05	0.0013096388909012	Macaque_hyper
chr1	1589751	0.353	0.499	0.795	3.93092657273291	8.46191145792091e-05	0.00201631803839245	-0.998359473989209	0.318105077619473	0.877772026742271	5.56850287702746	2.56937387521305e-08	1.30999893217953e-06	3.30404396264585	0.000953008863185759	0.0153579904395837	Macaque_hyper
chr1	1591101	0.25	0.555	0.0	4.4029540658402	1.06786781935409e-05	0.000363356139968234	-2.82508836986656	0.00472675777826295	0.0955425586000706	-3.3049083804854	0.000950074519433622	0.0123119229296722	-5.50805733007081	3.62815259012126e-08	2.56152639324668e-06	Macaque_hypo
