Category	Term	chr	str	end	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD
species	Chimp_specific_hyper	chr9	23769666	23769821	156	5	-29.2607592210946	0.3968	0.3553	0.6284	0.5328	0.3672	0.3714
species	Chimp_specific_hyper	chr1	229762856	229763720	865	4	-29.2402881839655	0.3933	0.3121	0.6693	0.5543	0.4517	0.3191
species	Chimp_specific_hyper	chr3	12591617	12591920	304	5	-29.2256418955533	0.8162	0.1881	0.9164	0.4258	0.6973	0.0415
species	Chimp_specific_hyper	chr9	19934904	19934992	89	5	-29.1654027969735	0.4242	0.2627	0.57	0.4714	0.1726	0.1538
species	Chimp_specific_hyper	chr16	17461942	17462136	195	6	-29.1613342615067	0.4321	0.555	0.592	0.6839	0.3516	0.2005
species	Chimp_specific_hyper	chr7	137546987	137547382	396	6	-29.1299626631988	0.6241	0.2773	0.734	0.4344	0.6527	0.0915
species	Chimp_specific_hyper	chr15	52310788	52311035	248	6	-29.0775785107414	0.2755	0.2788	0.4061	0.3987	0.0395	0.0431
species	Chimp_specific_hyper	chr4	6351658	6352022	365	5	-29.0586656833756	0.2298	0.67	0.337	0.9127	0.069	0.0742
species	Chimp_specific_hyper	chr4	22013445	22014152	708	5	-29.0389486049802	0.6975	0.5545	0.8074	0.6693	0.4954	0.3368
species	Chimp_specific_hyper	chr5	167646461	167647221	761	6	-29.0388621711287	0.3331	0.3447	0.6167	0.6668	0.4329	0.4083
species	Chimp_specific_hyper	chr5	145721571	145721936	366	6	-29.0385692877448	0.1556	0.1614	0.2841	0.3133	0.151	0.0925
species	Chimp_specific_hyper	chr1	162248399	162248698	300	4	-29.0379336412965	0.4611	0.8117	0.7996	0.9267	0.3292	0.6981
species	Chimp_specific_hyper	chr15	34630748	34630834	87	5	-29.0183668735985	0.7349	0.7832	0.8954	0.8851	0.5221	0.5439
species	Chimp_specific_hyper	chr11	76776890	76780325	3436	6	-28.9909870874957	0.1801	0.1745	0.7956	0.7774	0.2661	0.2046
species	Chimp_specific_hyper	chr6	27447736	27448540	805	4	-28.9382608519872	0.3158	0.4686	0.5169	0.6668	0.2393	0.3146
species	Chimp_specific_hyper	chr20	2782078	2782443	366	6	-28.9150929460931	0.4577	0.1648	0.6714	0.3044	0.3503	0.1303
species	Chimp_specific_hyper	chr4	147557621	147557859	239	6	-28.9057089655652	0.2786	0.2873	0.3991	0.4117	0.2669	0.261
species	Chimp_specific_hyper	chr5	172204563	172204982	420	4	-28.8964255896273	0.5387	0.7203	0.8431	0.841	0.644	0.6193
species	Chimp_specific_hyper	chr1	23135035	23135801	767	7	-28.8952339504333	0.7301	0.1452	0.8331	0.3442	0.768	0.1716
species	Chimp_specific_hyper	chr12	79941506	79942356	851	4	-28.8664275779953	0.3797	0.17	0.7951	0.4762	0.1815	0.0399
species	Chimp_specific_hyper	chr7	95106890	95107641	752	5	-28.8607004513715	0.3376	0.3533	0.4501	0.5808	0.3907	0.26
species	Chimp_specific_hyper	chr6	158368078	158369043	966	7	-28.8570697264631	0.6956	0.5697	0.9177	0.8479	0.7049	0.5959
species	Chimp_specific_hyper	chr17	10521474	10522068	595	5	-28.8478756173379	0.1801	0.3573	0.5034	0.5705	0.0548	0.185
species	Chimp_specific_hyper	chr22	21207241	21207560	320	5	-28.840962259162	0.7167	0.7204	0.8627	0.8278	0.4073	0.7376
species	Chimp_specific_hyper	chr5	130501419	130501764	346	4	-28.7783576770312	0.3223	0.4532	0.5152	0.6116	0.1773	0.2611
species	Chimp_specific_hyper	chr9	73539897	73540140	244	5	-28.7525526495446	0.1495	0.0387	0.3238	0.1436	0.1712	0.0294
species	Chimp_specific_hyper	chr16	87441607	87441689	83	5	-28.7484322555064	0.7361	0.7506	0.8696	0.9138	0.2824	0.7062
species	Chimp_specific_hyper	chr3	196984608	196985254	647	7	-28.6587953573379	0.3941	0.3754	0.5262	0.5174	0.287	0.3608
species	Chimp_specific_hyper	chr6	5852025	5852165	141	6	-28.6523557895097	0.5894	0.7552	0.7289	0.8841	0.2562	0.1977
species	Chimp_specific_hyper	chr3	68197701	68199384	1684	5	-28.6232016219464	0.6087	0.4076	0.8278	0.7398	0.7105	0.2153
species	Chimp_specific_hyper	chr8	22562034	22562469	436	5	-28.6175297546476	0.8319	0.212	0.9363	0.5871	0.8114	0.2701
species	Chimp_specific_hyper	chr1	205626316	205627091	776	4	-28.6082926065993	0.6974	0.674	0.8935	0.8673	0.7098	0.6507
species	Chimp_specific_hyper	chr2	122286598	122287071	474	4	-28.5751082389522	0.1973	0.498	0.3867	0.6653	0.2023	0.5608
species	Chimp_specific_hyper	chr14	77576164	77576379	216	5	-28.5737022197343	0.5662	0.1408	0.6851	0.3886	0.5836	0.0756
species	Chimp_specific_hyper	chr22	36901481	36903496	2016	4	-28.5733248786532	0.4821	0.4897	0.6177	0.6911	0.4959	0.4894
species	Chimp_specific_hyper	chr5	112196529	112196697	169	5	-28.5366495633704	0.1622	0.1632	0.4021	0.2864	6e-04	0.0012
species	Chimp_specific_hyper	chr17	45866670	45867045	376	4	-28.5171668289222	0.1158	0.1233	0.3723	0.324	0.1442	0.0983
species	Chimp_specific_hyper	chr11	66096117	66096466	350	6	-28.5087011410165	0.2829	0.0373	0.4571	0.2086	0.1744	0.0475
species	Chimp_specific_hyper	chr1	18938495	18939076	582	7	-28.5054176769109	0.6816	0.325	0.8903	0.4354	0.746	0.3071
species	Chimp_specific_hyper	chr10	123257320	123257444	125	4	-28.492983998594	0.392	0.359	0.7214	0.6051	0.4922	0.3576
species	Chimp_specific_hyper	chr17	7166829	7167241	413	6	-28.4896075794262	0.5319	0.3623	0.713	0.4733	0.1241	0.0849
species	Chimp_specific_hyper	chr11	36137770	36138276	507	5	-28.4727598221878	0.7521	0.5431	0.895	0.7576	0.8176	0.3423
species	Chimp_specific_hyper	chr8	12829540	12830354	815	5	-28.4434040249628	0.5776	0.1801	0.8485	0.4624	0.4345	0.2431
species	Chimp_specific_hyper	chr3	13933153	13933487	335	4	-28.4354979874624	0.6336	0.6632	0.8324	0.8268	0.2009	0.2045
species	Chimp_specific_hyper	chr2	74775649	74775868	220	5	-28.4171854687384	0.1259	0.1968	0.3197	0.3228	0.0744	0.0317
species	Chimp_specific_hyper	chr8	386656	387053	398	4	-28.4070158176956	0.3759	0.6467	0.7682	0.7554	0.3465	0.6475
species	Chimp_specific_hyper	chr11	128754597	128754696	100	6	-28.406645154281	0.1113	0.0623	0.2376	0.1626	0.092	0.0679
species	Chimp_specific_hyper	chr4	1550473	1550564	92	5	-28.3967156432138	0.6842	0.5768	0.8688	0.6929	0.6957	0.5489
species	Chimp_specific_hyper	chr4	160149556	160149860	305	4	-28.3469056204323	0.4924	0.2046	0.7186	0.3742	0.4815	0.0528
species	Chimp_specific_hyper	chr17	68340304	68340863	560	5	-28.3358983856192	0.7004	0.7602	0.8841	0.8795	0.7667	0.8114
species	Chimp_specific_hyper	chr10	133040435	133040704	270	5	-28.3304150924759	0.5795	0.161	0.7641	0.3598	0.5483	0.11
species	Chimp_specific_hyper	chr5	154133840	154133967	128	4	-28.3048876752971	0.3179	0.3541	0.5274	0.5138	0.2335	0.3822
species	Chimp_specific_hyper	chr1	156592455	156595951	3497	5	-28.2957762896842	0.1265	0.2681	0.6801	0.5907	0.1996	0.3073
species	Chimp_specific_hyper	chr10	30722178	30723803	1626	5	-28.2720226895064	0.007	0.0116	0.1125	0.1455	0.0117	0.0205
species	Chimp_specific_hyper	chr7	109484966	109485596	631	4	-28.2447353277729	0.5922	0.515	0.7404	0.8261	0.6622	0.5213
species	Chimp_specific_hyper	chr6	158268588	158268803	216	5	-28.2266391623421	0.6326	0.7083	0.7658	0.9208	0.5427	0.8096
species	Chimp_specific_hyper	chr3	122379473	122379889	417	8	-28.219817673248	0.6919	0.6418	0.8198	0.7494	0.4116	0.4206
species	Chimp_specific_hyper	chr21	33783128	33783505	378	5	-28.2179810531331	0.5505	0.2575	0.8238	0.461	0.6155	0.0741
species	Chimp_specific_hyper	chr3	54245623	54245751	129	4	-28.2167753347074	0.7145	0.7749	0.8836	0.8987	0.5875	0.4516
species	Chimp_specific_hyper	chr17	7389376	7389937	562	6	-28.2061252462276	0.4364	0.4344	0.6185	0.5539	0.3855	0.2298
species	Chimp_specific_hyper	chr10	16198018	16198739	722	5	-28.1784777129223	0.6255	0.5871	0.7257	0.6999	0.3262	0.5496
species	Chimp_specific_hyper	chr5	135852527	135853276	750	5	-28.1733839196012	0.7955	0.4602	0.9086	0.6889	0.83	0.4142
species	Chimp_specific_hyper	chr18	43206184	43206389	206	4	-28.1669491460452	0.7188	0.7565	0.9173	0.9106	0.6723	0.4692
species	Chimp_specific_hyper	chr6	126123933	126124972	1040	5	-28.1412311922911	0.5896	0.3408	0.7924	0.6286	0.6877	0.2617
species	Chimp_specific_hyper	chr2	113032382	113032525	144	5	-28.1261512675297	0.3091	0.3784	0.5163	0.5694	0.2931	0.3974
species	Chimp_specific_hyper	chr18	45836695	45837031	337	5	-28.1194436296786	0.8163	0.441	0.9391	0.613	0.8776	0.3129
species	Chimp_specific_hyper	chr11	121346959	121347467	509	4	-28.0714278171647	0.4458	0.5106	0.7418	0.7312	0.5895	0.5042
species	Chimp_specific_hyper	chr19	57630160	57631723	1564	6	-28.0641801481519	0.8231	0.8365	0.939	0.9371	0.8071	0.8215
species	Chimp_specific_hyper	chr14	45554779	45554885	107	5	-28.0579562273299	0.3933	0.6067	0.5893	0.7141	0.3851	0.6013
species	Chimp_specific_hyper	chr13	48879360	48879700	341	5	-28.0539322979101	0.4652	0.4625	0.705	0.6138	0.4238	0.1479
species	Chimp_specific_hyper	chr1	89242291	89242347	57	4	-27.9912683468765	0.6865	0.6069	0.878	0.7994	0.2695	0.5574
species	Chimp_specific_hyper	chr22	19595223	19595281	59	5	-27.9501530035635	0.6156	0.5173	0.8654	0.6296	0.3748	0.1813
species	Chimp_specific_hyper	chr2	44394527	44394819	293	6	-27.9256406650141	0.3891	0.6722	0.5797	0.8561	0.2278	0.3474
species	Chimp_specific_hyper	chr16	86051933	86052389	457	4	-27.9220984912923	0.3212	0.1509	0.6668	0.3528	0.4263	0.1702
species	Chimp_specific_hyper	chr3	128522696	128523333	638	4	-27.9063743416287	0.6164	0.6948	0.7582	0.8253	0.4618	0.7524
species	Chimp_specific_hyper	chr11	61739197	61740234	1038	7	-27.7329452084622	0.452	0.3134	0.7806	0.7091	0.5879	0.3549
species	Chimp_specific_hyper	chr5	172709039	172709294	256	5	-27.7288984862058	0.3355	0.2347	0.5241	0.4177	0.2241	0.0423
species	Chimp_specific_hyper	chr3	143363179	143363978	800	6	-27.7163276963774	0.6462	0.5459	0.7811	0.6865	0.591	0.4803
species	Chimp_specific_hyper	chr3	125839073	125839444	372	4	-27.7083044059637	0.7355	0.6487	0.8878	0.8177	0.7583	0.6173
species	Chimp_specific_hyper	chr10	77191791	77192094	304	6	-27.6561579521778	0.6492	0.5817	0.807	0.7326	0.5072	0.3227
species	Chimp_specific_hyper	chr1	65776930	65777197	268	7	-27.590981544835	0.8462	0.6307	0.9522	0.8618	0.8679	0.1539
species	Chimp_specific_hyper	chr10	79769637	79769914	278	5	-27.5509242368598	0.6461	0.7931	0.7812	0.9526	0.6427	0.844
species	Chimp_specific_hyper	chr8	48874333	48874528	196	5	-27.5506979599524	0.3128	0.4045	0.4836	0.5316	0.3006	0.1994
species	Chimp_specific_hyper	chr4	21875349	21876808	1460	4	-27.5384638644594	0.6835	0.5626	0.7959	0.8052	0.6576	0.6721
species	Chimp_specific_hyper	chr1	20713063	20714031	969	6	-27.5222365638403	0.3433	0.4076	0.7528	0.8811	0.4077	0.5052
species	Chimp_specific_hyper	chr9	73108116	73108290	175	6	-27.521805507992	0.4357	0.7518	0.6103	0.8741	0.4861	0.0287
species	Chimp_specific_hyper	chr15	72495421	72495983	563	6	-27.5146882160202	0.2981	0.5545	0.5709	0.7002	0.2527	0.4577
species	Chimp_specific_hyper	chr8	93655464	93655812	349	4	-27.5101140530169	0.547	0.3418	0.6534	0.6542	0.4039	0.1562
species	Chimp_specific_hyper	chr8	142009082	142009372	291	4	-27.4892317152653	0.2527	0.1892	0.3936	0.4137	0.2917	0.1103
species	Chimp_specific_hyper	chr6	6543659	6543925	267	5	-27.4837659920357	0.7863	0.3284	0.8949	0.6461	0.8156	0.1115
species	Chimp_specific_hyper	chr2	79838820	79839437	618	6	-27.4641844954438	0.4303	0.7514	0.6255	0.8663	0.5085	0.6912
species	Chimp_specific_hyper	chr4	123653219	123654909	1691	5	-27.4606925999612	0.034	0.0524	0.2244	0.2368	0.0447	0.0667
species	Chimp_specific_hyper	chr7	116594634	116595041	408	7	-27.4565057101428	0.3776	0.0984	0.4803	0.2148	0.2654	0.1154
species	Chimp_specific_hyper	chr15	36043438	36043794	357	5	-27.4502493329791	0.4963	0.431	0.7053	0.5704	0.4899	0.4066
species	Chimp_specific_hyper	chr19	6788576	6789118	543	7	-27.4492193730346	0.6892	0.6963	0.7987	0.8345	0.6325	0.7047
species	Chimp_specific_hyper	chr5	95997723	95999314	1592	9	-27.4300320227987	0.0367	0.0204	0.2503	0.2015	0.0171	0.0338
species	Chimp_specific_hyper	chr5	107902964	107903373	410	5	-27.4289397742213	0.7611	0.7615	0.9444	0.8755	0.6921	0.6611
species	Chimp_specific_hyper	chr22	42467452	42467909	458	6	-27.4229313972986	0.4978	0.6736	0.6098	0.8514	0.3667	0.6571
species	Chimp_specific_hyper	chr20	30300026	30301434	1409	5	-27.4174435821582	0.5716	0.1139	0.7226	0.3904	0.5305	0.1823
species	Chimp_specific_hyper	chr17	77086797	77087031	235	6	-27.4057871967706	0.5045	0.3272	0.7084	0.4374	0.3876	0.0444
species	Chimp_specific_hyper	chr13	97898502	97898896	395	6	-27.4046126788625	0.5045	0.4492	0.608	0.6107	0.5036	0.1446
species	Chimp_specific_hyper	chr19	8098213	8098428	216	4	-27.3938923329847	0.8349	0.4511	0.9438	0.8325	0.8194	0.1057
species	Chimp_specific_hyper	chr11	116964146	116964980	835	6	-27.3911957007609	0.8124	0.4382	0.9174	0.7015	0.8237	0.2933
species	Chimp_specific_hyper	chr10	14131394	14131703	310	4	-27.357102645579	0.4576	0.6412	0.7547	0.8741	0.4878	0.1308
species	Chimp_specific_hyper	chr16	450764	452597	1834	4	-27.2981145574796	0.1066	0.1478	0.6256	0.6489	0.1574	0.1445
species	Chimp_specific_hyper	chr10	95255087	95255162	76	4	-27.2894595809126	0.8333	0.7511	0.9366	0.9078	0.7795	0.7341
species	Chimp_specific_hyper	chr4	76414907	76417124	2218	5	-27.2833332732481	0.568	0.8059	0.7809	0.9375	0.6474	0.8702
species	Chimp_specific_hyper	chr6	123074382	123074823	442	5	-27.275892590607	0.7351	0.5132	0.8704	0.6623	0.4588	0.2526
species	Chimp_specific_hyper	chr4	129170861	129171150	290	4	-27.2689206516192	0.7911	0.7251	0.9043	0.9039	0.4983	0.464
species	Chimp_specific_hyper	chr6	152529454	152530190	737	5	-27.2619986641002	0.6704	0.4722	0.8365	0.6488	0.6994	0.1633
species	Chimp_specific_hyper	chr20	14801558	14801639	82	5	-27.2583654566684	0.7591	0.6194	0.9485	0.7703	0.7895	0.6495
species	Chimp_specific_hyper	chr5	2848855	2849069	215	6	-27.2543094186909	0.7417	0.5495	0.8756	0.6835	0.6861	0.4453
species	Chimp_specific_hyper	chr17	1586992	1587327	336	5	-27.2301220560157	0.5054	0.3823	0.7064	0.5822	0.3026	0.1682
species	Chimp_specific_hyper	chr19	11371822	11373802	1981	4	-27.1993792100033	0.2316	0.1599	0.8838	0.7335	0.2663	0.196
species	Chimp_specific_hyper	chr15	62684522	62684892	371	5	-27.1805239414474	0.1076	0.2315	0.3342	0.4762	0.1405	0.1452
species	Chimp_specific_hyper	chr2	74488304	74488812	509	6	-27.1638683821529	0.6935	0.6493	0.8327	0.7566	0.37	0.3278
species	Chimp_specific_hyper	chr6	160987785	160989288	1504	5	-27.1327827165885	0.7252	0.6093	0.9294	0.8238	0.7064	0.6921
species	Chimp_specific_hyper	chr6	157980088	157980540	453	5	-27.1094546641868	0.7857	0.6439	0.9246	0.7874	0.7941	0.6904
species	Chimp_specific_hyper	chr5	43482804	43483349	546	5	-27.0876710432861	0.5209	0.4918	0.7544	0.7104	0.5149	0.4928
species	Chimp_specific_hyper	chr7	121264931	121265477	547	4	-27.0424710129222	0.6784	0.2191	0.8885	0.3641	0.7791	0.1716
species	Chimp_specific_hyper	chr19	28414322	28414519	198	4	-27.0084046483141	0.7316	0.8065	0.9219	0.907	0.628	0.5343
species	Chimp_specific_hyper	chr17	16189926	16190100	175	7	-27.0033763118485	0.2959	0.5129	0.4372	0.7034	0.3482	0.2606
species	Chimp_specific_hyper	chr19	16396185	16396842	658	5	-26.990242403612	0.7525	0.4344	0.919	0.6658	0.6406	0.4448
species	Chimp_specific_hyper	chr5	179468126	179468842	717	4	-26.9637879451846	0.5802	0.7767	0.9076	0.8983	0.7082	0.585
species	Chimp_specific_hyper	chr5	25615660	25616069	410	4	-26.9510177735178	0.6644	0.5658	0.808	0.7857	0.7076	0.2578
species	Chimp_specific_hyper	chr2	223349067	223349668	602	5	-26.8989357047031	0.7115	0.4339	0.8129	0.6477	0.735	0.3979
species	Chimp_specific_hyper	chr17	4414274	4414486	213	6	-26.8649225536542	0.2925	0.6413	0.4555	0.7646	0.2131	0.5285
species	Chimp_specific_hyper	chr19	4815326	4815466	141	4	-26.7969406342521	0.5073	0.4495	0.7194	0.6096	0.1581	0.1097
species	Chimp_specific_hyper	chr18	42120013	42120293	281	4	-26.7648045950613	0.836	0.7081	0.9442	0.831	0.7208	0.5816
species	Chimp_specific_hyper	chr19	802718	802903	186	5	-26.7431948058805	0.2302	0.3079	0.4494	0.4343	0.1458	0.1585
species	Chimp_specific_hyper	chr10	129886136	129886461	326	5	-26.7429978123133	0.5669	0.4807	0.6983	0.6059	0.6263	0.3019
species	Chimp_specific_hyper	chr2	240186065	240189617	3553	6	-26.742784434	0.7392	0.7367	0.5398	0.502	0.7571	0.7749
species	Chimp_specific_hyper	chr19	37327871	37328498	628	7	-26.7347735678535	0.5621	0.769	0.7948	0.8885	0.4364	0.5596
species	Chimp_specific_hyper	chr6	167047246	167047540	295	7	-26.7178608079282	0.5826	0.6788	0.718	0.8733	0.6009	0.1088
species	Chimp_specific_hyper	chr1	1591133	1591197	65	5	-26.6968561288112	0.2918	0.3713	0.4957	0.758	0.0084	0.1236
species	Chimp_specific_hyper	chr16	5344598	5346508	1911	4	-26.6571934386974	0.7978	0.736	0.9018	0.8384	0.808	0.7206
species	Chimp_specific_hyper	chr10	124167016	124167694	679	5	-26.6570055013018	0.227	0.4364	0.3329	0.6879	0.1557	0.3156
species	Chimp_specific_hyper	chr4	113810918	113811753	836	4	-26.6293345432358	0.3619	0.4013	0.6109	0.6732	0.2395	0.3074
species	Chimp_specific_hyper	chr19	1672615	1672668	54	6	-26.6081198875943	0.2149	0.271	0.4226	0.3924	0	0.0055
species	Chimp_specific_hyper	chr6	168233032	168234409	1378	5	-26.5908058556999	0.6142	0.2715	0.8093	0.6582	0.5556	0.4631
species	Chimp_specific_hyper	chr7	7681335	7681856	522	6	-26.57911486123	0.4063	0.4784	0.5538	0.6085	0.3396	0.2877
species	Chimp_specific_hyper	chr4	71370710	71371030	321	6	-26.5790874522962	0.2369	0.098	0.355	0.2051	0.0162	0.0449
species	Chimp_specific_hyper	chr2	36588933	36589627	695	5	-26.5757900336596	0.5543	0.5754	0.6768	0.7492	0.4358	0.5092
species	Chimp_specific_hyper	chr15	86675630	86675964	335	5	-26.556616348886	0.7562	0.7673	0.8931	0.8974	0.6966	0.5622
species	Chimp_specific_hyper	chr10	130830901	130831096	196	5	-26.5495406018471	0.4847	0.4963	0.6432	0.6408	0.3356	0.4926
species	Chimp_specific_hyper	chr7	25991722	25991811	90	5	-26.5359301883215	0.8637	0.6938	0.9697	0.9046	0.5771	0.4875
species	Chimp_specific_hyper	chr3	5293017	5293340	324	6	-26.5259040440216	0.447	0.5005	0.7076	0.7094	0.4848	0.3045
species	Chimp_specific_hyper	chr4	108911866	108912059	194	6	-26.5247018201694	0.2	0.2239	0.4308	0.4458	0.0582	0.1148
species	Chimp_specific_hyper	chr5	71014540	71016090	1551	7	-26.4880800165844	0.0792	0.0834	0.4831	0.3757	0.0906	0.0923
species	Chimp_specific_hyper	chr3	122710744	122713332	2589	7	-26.4785243456522	0.2405	0.3818	0.4469	0.772	0.2003	0.3204
species	Chimp_specific_hyper	chr1	153438468	153438751	284	5	-26.4398614525762	0.6958	0.266	0.8052	0.4749	0.5831	0.1328
species	Chimp_specific_hyper	chr9	138015142	138015903	762	5	-26.4076770290962	0.5759	0.4043	0.8766	0.555	0.2394	0.4119
species	Chimp_specific_hyper	chr1	118829862	118830147	286	4	-26.3950674143749	0.727	0.7772	0.9583	0.9409	0.7937	0.7934
species	Chimp_specific_hyper	chr3	11420465	11421341	877	5	-26.3768966480246	0.657	0.4615	0.8885	0.6229	0.2755	0.4021
species	Chimp_specific_hyper	chr20	58512128	58512568	441	4	-26.3399254439409	0.6842	0.5086	0.9228	0.6105	0.6585	0.3685
species	Chimp_specific_hyper	chr12	24691346	24692091	746	7	-26.3328942643396	0.6815	0.8035	0.7995	0.9041	0.6032	0.819
species	Chimp_specific_hyper	chr19	16606466	16606648	183	6	-26.3256047762771	0.2466	0.4121	0.3743	0.5487	0.103	0.1408
species	Chimp_specific_hyper	chr1	240774736	240774862	127	5	-26.3169674350056	0.1444	0.3019	0.3546	0.4898	0.156	0.3163
species	Chimp_specific_hyper	chr2	139538899	139539051	153	6	-26.3072630496112	0.4706	0.3981	0.6523	0.5287	0.2232	0.1899
species	Chimp_specific_hyper	chr18	3011142	3011337	196	4	-26.2509730713237	0.7217	0.3239	0.8788	0.7829	0.6142	0.0414
species	Chimp_specific_hyper	chr6	111203373	111204549	1177	5	-26.2481073270082	0.3817	0.1493	0.5147	0.3051	0.3246	0.1604
species	Chimp_specific_hyper	chr13	40190400	40190734	335	5	-26.2473849948172	0.3854	0.2513	0.4989	0.3662	0.2985	0.1979
species	Chimp_specific_hyper	chr7	33881261	33881871	611	4	-26.2469352086537	0.7775	0.4568	0.8824	0.8815	0.5352	0.4685
species	Chimp_specific_hyper	chr1	152639494	152643338	3845	4	-26.1963005267499	0.6619	0.7023	0.8607	0.822	0.6988	0.7222
species	Chimp_specific_hyper	chr4	30772576	30773104	529	4	-26.1530128316682	0.7187	0.6821	0.8617	0.8841	0.5666	0.5412
species	Chimp_specific_hyper	chr12	76595284	76596390	1107	4	-26.1456821850503	0.7697	0.7062	0.883	0.8803	0.4286	0.4851
species	Chimp_specific_hyper	chr18	55487354	55487833	480	5	-26.1184651962914	0.6275	0.3973	0.8111	0.5406	0.4055	0.214
species	Chimp_specific_hyper	chr1	38323905	38324420	516	5	-26.1121893212075	0.3804	0.3748	0.4969	0.5233	0.2545	0.2098
species	Chimp_specific_hyper	chr10	126716294	126716733	440	6	-26.0918613353555	0.5999	0.5482	0.746	0.8184	0.4159	0.2973
species	Chimp_specific_hyper	chr10	12631304	12632071	768	6	-26.0888191002353	0.308	0.7209	0.5104	0.8854	0.2183	0.3999
species	Chimp_specific_hyper	chr1	68695624	68696113	490	6	-26.0878753710106	0.6374	0.6856	0.7507	0.852	0.4747	0.6243
species	Chimp_specific_hyper	chr13	106016965	106017393	429	4	-26.0818504291374	0.7142	0.6747	0.8275	0.89	0.6193	0.6903
species	Chimp_specific_hyper	chr12	2944675	2945112	438	4	-26.0575555566795	0.1928	0.3342	0.3705	0.582	0.1054	0.2763
species	Chimp_specific_hyper	chr8	90768832	90769191	360	4	-26.0286796801832	0.3926	0.5177	0.7084	0.6639	0.5142	0.5018
species	Chimp_specific_hyper	chr6	80221877	80222236	360	4	-26.0255916021767	0.6882	0.666	0.792	0.9642	0.6649	0.6729
species	Chimp_specific_hyper	chr22	23301721	23302625	905	4	-25.9999560306116	0.6845	0.7482	0.8435	0.8701	0.7345	0.7095
species	Chimp_specific_hyper	chr3	130199184	130199965	782	6	-25.9765117621671	0.5827	0.4085	0.7318	0.6085	0.5477	0.3252
species	Chimp_specific_hyper	chr4	147568261	147568358	98	5	-25.916272797609	0.1048	0.1652	0.2084	0.312	0.1174	0.195
species	Chimp_specific_hyper	chr1	235494123	235494345	223	4	-25.8866949001259	0.5218	0.4707	0.7064	0.5773	0.4067	0.3633
species	Chimp_specific_hyper	chr20	37433672	37437600	3929	7	-25.8731957073616	0.0956	0.076	0.6414	0.4905	0.1111	0.0809
species	Chimp_specific_hyper	chr2	199000610	199001532	923	4	-25.8585063831711	0.7477	0.6248	0.8599	0.749	0.7682	0.605
species	Chimp_specific_hyper	chr11	124389544	124389921	378	4	-25.8557619857034	0.3361	0.2827	0.4436	0.7876	0.2785	0.2316
species	Chimp_specific_hyper	chr12	5862350	5863311	962	4	-25.844841840928	0.7693	0.6742	0.9021	0.842	0.7929	0.1984
species	Chimp_specific_hyper	chr5	131131111	131131463	353	5	-25.7903172320899	0.4343	0.2328	0.5649	0.3609	0.4897	0.2647
species	Chimp_specific_hyper	chr7	127840918	127841768	851	6	-25.7724906022734	0.2628	0.1744	0.6481	0.687	0.4352	0.2154
species	Chimp_specific_hyper	chr5	71603237	71603568	332	5	-25.7665090046836	0.3976	0.4941	0.7491	0.7677	0.4445	0.4346
species	Chimp_specific_hyper	chr1	209763848	209764326	479	6	-25.7628268805963	0.2207	0.5004	0.3366	0.6917	0.1228	0.3175
species	Chimp_specific_hyper	chr16	7971650	7971843	194	5	-25.7512005289194	0.7887	0.6127	0.9065	0.7788	0.8261	0.5076
species	Chimp_specific_hyper	chr7	32397198	32397688	491	4	-25.7370655229592	0.5645	0.5845	0.74	0.7511	0.4348	0.626
species	Chimp_specific_hyper	chr2	224745603	224745813	211	4	-25.7156389364758	0.3893	0.2368	0.5777	0.4309	0.2263	0.0262
species	Chimp_specific_hyper	chr1	11994014	11995617	1604	6	-25.6231777891205	0.0958	0.0765	0.792	0.7059	0.1147	0.1604
species	Chimp_specific_hyper	chr5	3529908	3529992	85	4	-25.6181193334812	0.7155	0.5488	0.9152	0.8209	0.7114	0.5084
species	Chimp_specific_hyper	chr15	45532237	45533000	764	4	-25.6157893791595	0.6692	0.6072	0.795	0.7757	0.7083	0.6046
species	Chimp_specific_hyper	chr8	33461938	33462445	508	4	-25.6086315131606	0.6872	0.7311	0.9122	0.8863	0.4011	0.4843
species	Chimp_specific_hyper	chr19	10563287	10566392	3106	5	-25.6016656293243	0.3862	0.3147	0.8256	0.681	0.4064	0.3659
species	Chimp_specific_hyper	chr8	30602205	30602279	75	5	-25.5860658760322	0.546	0.6359	0.7396	0.7797	0.1318	0.1745
species	Chimp_specific_hyper	chr16	58550811	58551221	411	5	-25.5602471267816	0.7586	0.8155	0.9027	0.9195	0.4754	0.622
species	Chimp_specific_hyper	chr14	100352139	100352345	207	4	-25.5335554372384	0.5921	0.6265	0.7638	0.7421	0.563	0.4498
species	Chimp_specific_hyper	chr8	27108662	27109433	772	6	-25.4882034930411	0.5011	0.7324	0.6549	0.8626	0.429	0.2976
species	Chimp_specific_hyper	chr3	11627227	11627826	600	5	-25.4815791919081	0.6986	0.6518	0.8325	0.8078	0.7124	0.4455
species	Chimp_specific_hyper	chr3	179755696	179757119	1424	4	-25.4425158308929	0.5351	0.6778	0.7776	0.8791	0.4717	0.3531
species	Chimp_specific_hyper	chr1	21114549	21114714	166	4	-25.438512155603	0.1657	0.1675	0.3358	0.3223	0.0535	0.063
species	Chimp_specific_hyper	chr8	70837244	70837674	431	5	-25.4376331114053	0.3406	0.622	0.453	0.813	0.3957	0.396
